pair_ID	pair_type	sentence_A	sentence_A_expRule	sentence_B	sentence_B_expRule	relatedness_score	entailment_label	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
6137	S1S2_inter	A group of dogs are racing and have muzzles on their noses	S1_null	A group of dogs bred for racing is wearing striped uniforms and is running down a track	S2_null	3.4	NEUTRAL	A_neutral_B	B_neutral_A	a group of greyhound dogs racing with muzzles covering their noses	a group of racing dogs wearing striped uniforms with numbers run down a track	FLICKR	FLICKR	TRAIN
6139	S1S2_inter	A group of racing dogs is wearing striped uniforms and is running down a track	S1_null	A group of dogs are racing furiously and have muzzles on the noses	S2_null	3.8	NEUTRAL	A_neutral_B	B_neutral_A	a group of racing dogs wearing striped uniforms with numbers run down a track	a group of greyhound dogs racing with muzzles covering their noses	FLICKR	FLICKR	TEST
6142	S1S1_inter	A group of racing dogs is wearing striped uniforms and is running down a track	S1_null	A group of dogs are racing and have muzzles on their noses	S1_null	3.9	NEUTRAL	A_neutral_B	B_neutral_A	a group of greyhound dogs racing with muzzles covering their noses	a group of racing dogs wearing striped uniforms with numbers run down a track	FLICKR	FLICKR	TEST
6143	S1S2_intra	Two people are wading through the water	S1_null	A couple or people are wading through the water	S2_det	4.8	ENTAILMENT	A_entails_B	B_entails_A	two people are wading in the water as the sun cascades off of the water	two people are wading in the water as the sun cascades off of the water	FLICKR	FLICKR	TEST
6145	S1S2_intra	Two people are standing in the ocean and watching the sunset	S1_null	Two people are standing in the ocean and looking at the sunset	S2_lex	5.0	ENTAILMENT	A_entails_B	B_entails_A	two people stand elbow deep in the ocean, watching the sunset	two people stand elbow deep in the ocean, watching the sunset	FLICKR	FLICKR	TRAIN
6146	S1S3_intra	Two people are standing in the ocean and watching the sunset	S1_null	Nobody is standing in the ocean and watching the sunset	S3_od	2.5	CONTRADICTION	A_contradicts_B	B_contradicts_A	two people stand elbow deep in the ocean, watching the sunset	two people stand elbow deep in the ocean, watching the sunset	FLICKR	FLICKR	TRIAL
6149	S1S2_inter	Two people are standing in the ocean and watching the sunset	S1_null	A couple or people are wading through the water	S2_null	3.8	NEUTRAL	A_neutral_B	B_neutral_A	two people stand elbow deep in the ocean, watching the sunset	two people are wading in the water as the sun cascades off of the water	FLICKR	FLICKR	TEST
6151	S1S1_inter	Two people are standing in the ocean and watching the sunset	S1_null	Two people are wading through the water	S1_null	3.2	NEUTRAL	A_neutral_B	B_neutral_A	two people are wading in the water as the sun cascades off of the water	two people stand elbow deep in the ocean, watching the sunset	FLICKR	FLICKR	TEST
6153	S1S3_intra	A race car driver is standing up and pointing his hand at the sky	S1_null	A race car driver is sitting down and is motionless	S3_so	3.0	NEUTRAL	A_neutral_B	B_neutral_A	a race car driver stands up with his hand pointing in the air	a race car driver stands up with his hand pointing in the air	FLICKR	FLICKR	TRIAL
6154	S1S2_intra	The person in the blue jacket is wearing a colorful helmet	S1_null	A person in a blue jacket is wearing a colorful helmet	S2_det	5.0	ENTAILMENT	A_entails_B	B_entails_A	the person in the blue jacket has a colorful helmet on	the person in the blue jacket has a colorful helmet on	FLICKR	FLICKR	TRAIN
6156	S1S2_inter	A race car driver is standing up and pointing his hand at the sky	S1_null	A person in a blue jacket is wearing a colorful helmet	S2_null	2.5	NEUTRAL	A_neutral_B	B_neutral_A	a race car driver stands up with his hand pointing in the air	the person in the blue jacket has a colorful helmet on	FLICKR	FLICKR	TEST
6157	S1S3_inter	A race car driver is standing up and pointing his hand at the sky	S1_null	The person in the blue jacket is putting down a colorful helmet	S3_null	1.7	NEUTRAL	A_neutral_B	B_neutral_A	a race car driver stands up with his hand pointing in the air	the person in the blue jacket has a colorful helmet on	FLICKR	FLICKR	TRAIN
6159	S1S3_inter	The person in the blue jacket is wearing a colorful helmet	S1_null	A race car driver is sitting down and is motionless	S3_null	1.3	NEUTRAL	A_neutral_B	B_neutral_A	the person in the blue jacket has a colorful helmet on	a race car driver stands up with his hand pointing in the air	FLICKR	FLICKR	TRAIN
6160	S1S1_inter	A race car driver is standing up and pointing his hand at the sky	S1_null	The person in the blue jacket is wearing a colorful helmet	S1_null	1.8	NEUTRAL	A_neutral_B	B_neutral_A	a race car driver stands up with his hand pointing in the air	the person in the blue jacket has a colorful helmet on	FLICKR	FLICKR	TRAIN
6161	S1S2_intra	A boy and a girl in swimsuits are wearing arm floats	S1_null	A boy and a girl in swimsuits are wearing floats for their arms	S2_expc	4.9	ENTAILMENT	A_entails_B	B_entails_A	a little boy and girl in their swimsuits wearing arm floats	a little boy and girl in their swimsuits wearing arm floats	FLICKR	FLICKR	TRAIN
6164	S1S3_intra	The boy and the girl are playing and wearing arm floats	S1_null	The boy and the girl are not playing and wearing arm floats	S3_inv	3.6	CONTRADICTION	A_contradicts_B	B_contradicts_A	the boy and girl are playing with arm floats on	the boy and girl are playing with arm floats on	FLICKR	FLICKR	TRAIN
6168	S1S3_inter	The boy and the girl are playing and wearing arm floats	S1_null	A boy and a girl are naked	S3_null	1.9	NEUTRAL	A_neutral_B	B_neutral_A	the boy and girl are playing with arm floats on	a little boy and girl in their swimsuits wearing arm floats	FLICKR	FLICKR	TEST
6169	S1S1_inter	A boy and a girl in swimsuits are wearing arm floats	S1_null	The boy and the girl are playing and wearing arm floats	S1_null	4.4	NEUTRAL	A_neutral_B	B_neutral_A	a little boy and girl in their swimsuits wearing arm floats	the boy and girl are playing with arm floats on	FLICKR	FLICKR	TRAIN
6171	S1S3_intra	A woman in a yellow shirt is surfing on a pink surfboard	S1_null	There is no woman in a yellow shirt surfing on a pink surfboard	S3_od	3.2	CONTRADICTION	A_contradicts_B	B_contradicts_A	a woman in a yellow shirt surfs on a pink surfboard	a woman in a yellow shirt surfs on a pink surfboard	FLICKR	FLICKR	TRAIN
6172	S1S4_intra	A woman in a yellow shirt is surfing on a pink surfboard	S1_null	A woman in a pink shirt is surfing through yellow surfboards	S4_ws	3.5	NEUTRAL	A_neutral_B	B_neutral_A	a woman in a yellow shirt surfs on a pink surfboard	a woman in a yellow shirt surfs on a pink surfboard	FLICKR	FLICKR	TEST
6175	S1S4_intra	A surfer is riding the wave	S1_null	A rider is waving at a surfer	S4_ws	2.4	NEUTRAL	A_neutral_B	B_neutral_A	a surfer rides the wave	a surfer rides the wave	FLICKR	FLICKR	TRAIN
6180	S1S3_inter	A surfer is riding the wave	S1_null	There is no woman in a yellow shirt surfing on a pink surfboard	S3_null	2.2	NEUTRAL	A_neutral_B	B_neutral_A	a surfer rides the wave	a woman in a yellow shirt surfs on a pink surfboard	FLICKR	FLICKR	TRAIN
6182	S1S1_inter	A surfer is riding the wave	S1_null	A woman in a yellow shirt is surfing on a pink surfboard	S1_null	3.6	NEUTRAL	A_neutral_B	B_neutral_A	a woman in a yellow shirt surfs on a pink surfboard	a surfer rides the wave	FLICKR	FLICKR	TEST
6183	S1S2_intra	Four people are sitting on a low cement ledge	S1_null	Some people are sitting on a low cement ledge	S2_det	4.5	ENTAILMENT	A_entails_B	B_neutral_A	four people sitting on low cement ledge	four people sitting on low cement ledge	FLICKR	FLICKR	TRAIN
6186	S1S3_intra	The group of people is sitting on a rocky ledge and a scenic view is behind them	S1_null	The group of people is not sitting on a rocky ledge with a scenic view behind them	S3_inv	3.9	CONTRADICTION	A_contradicts_B	B_contradicts_A	a group of people sit on a rocky ledge with a scenic view behind them	a group of people sit on a rocky ledge with a scenic view behind them	FLICKR	FLICKR	TRAIN
6191	S1S1_inter	The group of people is sitting on a rocky ledge and a scenic view is behind them	S1_null	Four people are sitting on a low cement ledge	S1_null	3.2	NEUTRAL	A_neutral_B	B_neutral_A	four people sitting on low cement ledge	a group of people sit on a rocky ledge with a scenic view behind them	FLICKR	FLICKR	TRAIN
6193	S1S3_intra	Two girls are laughing and other girls are watching them	S1_null	There is no girl laughing and there is no other girl watching	S3_od	3.2	CONTRADICTION	A_contradicts_B	B_contradicts_A	two girls laugh while other girls look on	two girls laugh while other girls look on	FLICKR	FLICKR	TRAIN
6194	S1S2_intra	A group of Asian girls are standing together	S1_null	The group of Asian girls are standing together	S2_det	4.9	ENTAILMENT	A_entails_B	B_entails_A	a group of asian girls are standing together	a group of asian girls are standing together	FLICKR	FLICKR	TRAIN
6196	S1S2_inter	Two girls are laughing and other girls are watching them	S1_null	The group of Asian girls are standing together	S2_null	2.3	NEUTRAL	A_neutral_B	B_neutral_A	two girls laugh while other girls look on	a group of asian girls are standing together	FLICKR	FLICKR	TEST
6198	S1S2_inter	A group of Asian girls are standing together	S1_null	Two girls are laughing breathlessly and other girls are watching them	S2_null	2.4	NEUTRAL	A_neutral_B	B_neutral_A	a group of asian girls are standing together	two girls laugh while other girls look on	FLICKR	FLICKR	TRAIN
6200	S1S1_inter	A group of Asian girls are standing together	S1_null	Two girls are laughing and other girls are watching them	S1_null	2.4	NEUTRAL	A_neutral_B	B_neutral_A	two girls laugh while other girls look on	a group of asian girls are standing together	FLICKR	FLICKR	TRAIN
6201	S1S2_intra	A bicyclist is holding a bike over his head in a group of people	S1_null	A bike is being held over his head by a bicyclist in a group of people	S2_top	4.6	ENTAILMENT	A_entails_B	B_entails_A	a bicyclist holds their bike over their head by a group of people	a bicyclist holds their bike over their head by a group of people	FLICKR	FLICKR	TEST
6202	S1S3_intra	A bicyclist is holding a bike over his head in a group of people	S1_null	A lone bicyclist is putting down a bike	S3_so	3.1	CONTRADICTION	A_contradicts_B	B_contradicts_A	a bicyclist holds their bike over their head by a group of people	a bicyclist holds their bike over their head by a group of people	FLICKR	FLICKR	TRAIN
6203	S1S4_intra	A bicyclist is holding a bike over his head in a group of people	S1_null	A cyclist is being held over the heads of a group of people with the bike	S4_ws	3.4	NEUTRAL	A_neutral_B	B_neutral_A	a bicyclist holds their bike over their head by a group of people	a bicyclist holds their bike over their head by a group of people	FLICKR	FLICKR	TRIAL
6204	S1S2_intra	A cold cyclist is celebrating	S1_null	Something is being celebrated by a cold cyclist	S2_top	4.6	ENTAILMENT	A_entails_B	B_entails_A	a cold cycler celebrates	a cold cycler celebrates	FLICKR	FLICKR	TEST
6205	S1S3_intra	A cold cyclist is celebrating	S1_null	There is no cold cyclist celebrating	S3_od	4.0	CONTRADICTION	A_contradicts_B	B_contradicts_A	a cold cycler celebrates	a cold cycler celebrates	FLICKR	FLICKR	TRAIN
6207	S1S3_inter	A bicyclist is holding a bike over his head in a group of people	S1_null	There is no cold cyclist celebrating	S3_null	2.4	NEUTRAL	A_neutral_B	B_neutral_A	a bicyclist holds their bike over their head by a group of people	a cold cycler celebrates	FLICKR	FLICKR	TEST
6208	S1S2_inter	A cold cyclist is celebrating	S1_null	A bike is being held over his head by a bicyclist in a group of people	S2_null	2.3	NEUTRAL	A_neutral_B	B_neutral_A	a cold cycler celebrates	a bicyclist holds their bike over their head by a group of people	FLICKR	FLICKR	TRAIN
6210	S1S4_inter	A cold cyclist is celebrating	S1_null	A cyclist is being held over the heads of a group of people with the bike	S4_null	3.6	NEUTRAL	A_neutral_B	B_neutral_A	a cold cycler celebrates	a bicyclist holds their bike over their head by a group of people	FLICKR	FLICKR	TEST
6211	S1S1_inter	A cold cyclist is celebrating	S1_null	A bicyclist is holding a bike over his head in a group of people	S1_null	3.1	NEUTRAL	A_neutral_B	B_neutral_A	a bicyclist holds their bike over their head by a group of people	a cold cycler celebrates	FLICKR	FLICKR	TRAIN
6213	S1S3_intra	A man is sitting on a boat in font of the sunset, near a flag	S1_null	A man is standing on a boat in front of the sunset near a flag	S3_so	3.8	NEUTRAL	A_neutral_B	B_neutral_A	a man sits on a boat in the sunset near a flag	a man sits on a boat in the sunset near a flag	FLICKR	FLICKR	TRIAL
6216	S1S2_inter	A man is sitting on a boat in font of the sunset, near a flag	S1_null	A man is on a ship in front of the sunset	S2_null	3.8	ENTAILMENT	A_entails_B	B_neutral_A	a man sits on a boat in the sunset near a flag	a man in a boat in front of a sunset	FLICKR	FLICKR	TEST
6220	S1S1_inter	A man is sitting on a boat in font of the sunset, near a flag	S1_null	A man is on a boat in front of the sunset	S1_null	4.0	ENTAILMENT	A_entails_B	B_neutral_A	a man sits on a boat in the sunset near a flag	a man in a boat in front of a sunset	FLICKR	FLICKR	TEST
6222	S1S3_intra	People at a drag race are looking at the flames that are coming out of the cars	S1_null	People at a drag race are running away from the flames that are coming out of the cars	S3_so	3.5	NEUTRAL	A_neutral_B	B_neutral_A	people look at the flames coming from the cars at a drag race	people look at the flames coming from the cars at a drag race	FLICKR	FLICKR	TEST
6226	S1S3_inter	People at a drag race are looking at the flames that are coming out of the cars	S1_null	The crowd is not watching two racing cars that are leaving the starting line	S3_null	3.6	NEUTRAL	A_neutral_B	B_neutral_A	a crowd watches as two formula one cars leave the starting line	people look at the flames coming from the cars at a drag race	FLICKR	FLICKR	TEST
6227	S1S2_inter	The crowd is watching two racing cars that are leaving the starting line	S1_null	Some people at a drag race are looking at the flames that are coming out of the cars	S2_null	3.2	NEUTRAL	A_neutral_B	B_neutral_A	a crowd watches as two formula one cars leave the starting line	people look at the flames coming from the cars at a drag race	FLICKR	FLICKR	TEST
6229	S1S1_inter	The crowd is watching two racing cars that are leaving the starting line	S1_null	People at a drag race are looking at the flames that are coming out of the cars	S1_null	3.3	NEUTRAL	A_neutral_B	B_neutral_A	people look at the flames coming from the cars at a drag race	a crowd watches as two formula one cars leave the starting line	FLICKR	FLICKR	TEST
6231	S1S3_intra	Two dogs are playing together on the grass	S1_null	Two dogs are resting together in the grass	S3_so	3.3	NEUTRAL	A_neutral_B	B_contradicts_A	two dogs playing together on the grass	two dogs playing together on the grass	FLICKR	FLICKR	TRIAL
6232	S1S2_intra	A big dog and a small white dog are playing together	S1_null	A big dog and a small dog with a white coat are playing together	S2_expa	4.5	ENTAILMENT	A_entails_B	B_neutral_A	a german sheperd and a small white dog are playing	a german sheperd and a small white dog are playing	FLICKR	FLICKR	TRAIN
6234	S1S2_inter	Two dogs are playing together on the grass	S1_null	A big dog and a small dog with a white coat are playing together	S2_null	3.8	NEUTRAL	A_neutral_B	B_neutral_A	two dogs playing together on the grass	a german sheperd and a small white dog are playing	FLICKR	FLICKR	TRAIN
6235	S1S3_inter	Two dogs are playing together on the grass	S1_null	A big dog and a small white dog are walking past each other	S3_null	3.1	NEUTRAL	A_neutral_B	B_neutral_A	two dogs playing together on the grass	a german sheperd and a small white dog are playing	FLICKR	FLICKR	TEST
6237	S1S3_inter	A big dog and a small white dog are playing together	S1_null	Two dogs are resting together in the grass	S3_null	3.3	NEUTRAL	A_neutral_B	B_neutral_A	a german sheperd and a small white dog are playing	two dogs playing together on the grass	FLICKR	FLICKR	TEST
6238	S1S1_inter	A big dog and a small white dog are playing together	S1_null	Two dogs are playing together on the grass	S1_null	4.1	NEUTRAL	A_neutral_B	B_neutral_A	two dogs playing together on the grass	a german sheperd and a small white dog are playing	FLICKR	FLICKR	TEST
6240	S1S3_intra	A brown dog is jumping in the air	S1_null	A brown dog is sitting down	S3_so	2.5	NEUTRAL	A_neutral_B	B_contradicts_A	a brown dog jumps in the air	a brown dog jumps in the air	FLICKR	FLICKR	TEST
6241	S1S2_intra	A malnourished looking dog is standing on its hind legs and preparing to jump	S1_null	The malnourished looking dog is standing on its hind legs and is preparing to jump	S2_det	5.0	ENTAILMENT	A_entails_B	B_entails_A	a dog appearing to be malnourished is standing on his hind legs about to jump	a dog appearing to be malnourished is standing on his hind legs about to jump	FLICKR	FLICKR	TRAIN
6244	S1S3_inter	A brown dog is jumping in the air	S1_null	A healthy looking dog is lying on the ground	S3_null	2.8	NEUTRAL	A_neutral_B	B_neutral_A	a brown dog jumps in the air	a dog appearing to be malnourished is standing on his hind legs about to jump	FLICKR	FLICKR	TEST
6247	S1S1_inter	A brown dog is jumping in the air	S1_null	A malnourished looking dog is standing on its hind legs and preparing to jump	S1_null	3.4	NEUTRAL	A_neutral_B	B_neutral_A	a brown dog jumps in the air	a dog appearing to be malnourished is standing on his hind legs about to jump	FLICKR	FLICKR	TEST
6248	S1S2_intra	The cop is sitting on a police bike	S1_null	The cop is sitting on a police bicycle	S2_lex	4.8	ENTAILMENT	A_entails_B	B_entails_A	a cop sitting on his police bike	a cop sitting on his police bike	FLICKR	FLICKR	TRAIN
6251	S1S3_intra	A policeman is sitting on a motorcycle	S1_null	A policeman is getting off of a motorcycle	S3_so	2.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	a policeman sits on a motorcycle	a policeman sits on a motorcycle	FLICKR	FLICKR	TEST
6252	S1S4_intra	A policeman is sitting on a motorcycle	S1_null	A motorcyclist is sitting by a police man	S4_ws	3.5	NEUTRAL	A_neutral_B	B_neutral_A	a policeman sits on a motorcycle	a policeman sits on a motorcycle	FLICKR	FLICKR	TEST
6255	S1S4_inter	The cop is sitting on a police bike	S1_null	A motorcyclist is sitting by a police man	S4_null	2.8	NEUTRAL	A_neutral_B	B_neutral_A	a cop sitting on his police bike	a policeman sits on a motorcycle	FLICKR	FLICKR	TEST
6257	S1S3_inter	A policeman is sitting on a motorcycle	S1_null	The cop is not sitting on a police bike	S3_null	3.4	CONTRADICTION	A_contradicts_B	B_contradicts_A	a policeman sits on a motorcycle	a cop sitting on his police bike	FLICKR	FLICKR	TEST
6258	S1S1_inter	A policeman is sitting on a motorcycle	S1_null	The cop is sitting on a police bike	S1_null	4.2	ENTAILMENT	A_entails_B	B_neutral_A	a cop sitting on his police bike	a policeman sits on a motorcycle	FLICKR	FLICKR	TRAIN
6259	S1S2_intra	Two women are wearing bikinis on the sandy beach	S1_null	Two women are wearing bikinis on the beach which is sandy	S2_expa	4.9	ENTAILMENT	A_entails_B	B_entails_A	two women wearing bikinis on a sandy beach	two women wearing bikinis on a sandy beach	FLICKR	FLICKR	TRAIN
6260	S1S3_intra	Two women are wearing bikinis on the sandy beach	S1_null	There are no women wearing bikinis on the sandy beach	S3_od	4.0	CONTRADICTION	A_contradicts_B	B_contradicts_A	two women wearing bikinis on a sandy beach	two women wearing bikinis on a sandy beach	FLICKR	FLICKR	TEST
6263	S1S2_inter	Two women are wearing bikinis on the sandy beach	S1_null	Two women are wearing bikinis and walking on the sand	S2_null	4.4	NEUTRAL	A_neutral_B	B_neutral_A	two women wearing bikinis on a sandy beach	two women wearing bikinis are walking on the sand	FLICKR	FLICKR	TRAIN
6264	S1S3_inter	Two women are wearing bikinis on the sandy beach	S1_null	Two women are naked and are standing on the sand	S3_null	3.0	NEUTRAL	A_neutral_B	B_neutral_A	two women wearing bikinis on a sandy beach	two women wearing bikinis are walking on the sand	FLICKR	FLICKR	TEST
6265	S1S2_inter	Two women are wearing bikinis and are walking on the sand	S1_null	Two women are wearing bikinis on the beach which is sandy	S2_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	two women wearing bikinis are walking on the sand	two women wearing bikinis on a sandy beach	FLICKR	FLICKR	TEST
6266	S1S3_inter	Two women are wearing bikinis and are walking on the sand	S1_null	There are no women wearing bikinis on the sandy beach	S3_null	3.5	CONTRADICTION	A_contradicts_B	B_contradicts_A	two women wearing bikinis are walking on the sand	two women wearing bikinis on a sandy beach	FLICKR	FLICKR	TRAIN
6267	S1S1_inter	Two women are wearing bikinis and are walking on the sand	S1_null	Two women are wearing bikinis on the sandy beach	S1_null	4.3	ENTAILMENT	A_entails_B	B_neutral_A	two women wearing bikinis on a sandy beach	two women wearing bikinis are walking on the sand	FLICKR	FLICKR	TRAIN
6268	S1S2_intra	A dog is swimming in a lake and the sun is shining on him	S1_null	The dog is swimming in a lake and the sun is shining on him	S2_det	4.9	ENTAILMENT	A_entails_B	B_entails_A	a dog swimming in a lake has sunshine shining on him	a dog swimming in a lake has sunshine shining on him	FLICKR	FLICKR	TEST
6269	S1S3_intra	A dog is swimming in a lake and the sun is shining on him	S1_null	There is no dog swimming in a lake with sunshine shining on him	S3_od	3.5	CONTRADICTION	A_contradicts_B	B_contradicts_A	a dog swimming in a lake has sunshine shining on him	a dog swimming in a lake has sunshine shining on him	FLICKR	FLICKR	TEST
6273	S1S3_inter	A dog is swimming in a lake and the sun is shining on him	S1_null	A dog with a golden coat is walking out of the water	S3_null	3.4	NEUTRAL	A_contradicts_B	B_neutral_A	a dog swimming in a lake has sunshine shining on him	a dog with golden hair swims through water	FLICKR	FLICKR	TEST
6275	S1S3_inter	A dog with a golden coat is swimming through the water	S1_null	There is no dog swimming in a lake with sunshine shining on him	S3_null	2.9	NEUTRAL	A_neutral_B	B_contradicts_A	a dog with golden hair swims through water	a dog swimming in a lake has sunshine shining on him	FLICKR	FLICKR	TEST
6276	S1S1_inter	A dog with a golden coat is swimming through the water	S1_null	A dog is swimming in a lake and the sun is shining on him	S1_null	3.7	NEUTRAL	A_neutral_B	B_neutral_A	a dog swimming in a lake has sunshine shining on him	a dog with golden hair swims through water	FLICKR	FLICKR	TEST
6279	S1S4_intra	A black dog is running in the grass and its tongue is hanging out	S1_null	A black dog is hanging out in the grass and running with its tongue out	S4_ws	4.6	ENTAILMENT	A_entails_B	B_entails_A	a black dog runs in the grass, its tongue hanging out	a black dog runs in the grass, its tongue hanging out	FLICKR	FLICKR	TEST
6281	S1S3_intra	A black dog is running in the grass	S1_null	A black dog is lying in the grass	S3_so	3.4	NEUTRAL	A_neutral_B	B_neutral_A	a black dog running in grass	a black dog running in grass	FLICKR	FLICKR	TEST
6282	S1S2_inter	A black dog is running in the grass and its tongue is hanging out	S1_null	A dog, which is black, is running in the grass	S2_null	4.3	ENTAILMENT	A_entails_B	B_neutral_A	a black dog runs in the grass, its tongue hanging out	a black dog running in grass	FLICKR	FLICKR	TEST
6283	S1S3_inter	A black dog is running in the grass and its tongue is hanging out	S1_null	A black dog is lying in the grass	S3_null	3.5	NEUTRAL	A_neutral_B	B_contradicts_A	a black dog runs in the grass, its tongue hanging out	a black dog running in grass	FLICKR	FLICKR	TEST
6287	S1S1_inter	A black dog is running in the grass and its tongue is hanging out	S1_null	A black dog is running in the grass	S1_null	4.9	ENTAILMENT	A_entails_B	B_neutral_A	a black dog running in grass	a black dog runs in the grass, its tongue hanging out	FLICKR	FLICKR	TRIAL
6290	S1S2_intra	A large group of cheerleaders is walking in a parade	S1_null	Many cheerleaders are walking in a parade	S2_det	4.8	ENTAILMENT	A_entails_B	B_entails_A	a large group of cheerleaders walking in a parade	a large group of cheerleaders walking in a parade	FLICKR	FLICKR	TRAIN
6291	S1S3_intra	A large group of cheerleaders is walking in a parade	S1_null	There is no large group of cheerleaders walking in a parade	S3_od	4.4	CONTRADICTION	A_contradicts_B	B_contradicts_A	a large group of cheerleaders walking in a parade	a large group of cheerleaders walking in a parade	FLICKR	FLICKR	TRAIN
6294	S1S2_inter	A large group of cheerleaders is walking in a parade	S1_null	The cheerleaders are parading and wearing uniforms which are black, pink and white	S2_null	3.5	NEUTRAL	A_neutral_B	B_neutral_A	a large group of cheerleaders walking in a parade	parade of cheerleaders wearing black, pink and white uniforms	FLICKR	FLICKR	TEST
6295	S1S3_inter	A large group of cheerleaders is walking in a parade	S1_null	The cheerleaders are not parading and are not wearing black, pink and white uniforms	S3_null	3.5	NEUTRAL	A_neutral_B	B_neutral_A	a large group of cheerleaders walking in a parade	parade of cheerleaders wearing black, pink and white uniforms	FLICKR	FLICKR	TRAIN
6296	S1S1_inter	A large group of cheerleaders is walking in a parade	S1_null	The cheerleaders are parading and wearing black, pink and white uniforms	S1_null	3.2	NEUTRAL	A_neutral_B	B_neutral_A	parade of cheerleaders wearing black, pink and white uniforms	a large group of cheerleaders walking in a parade	FLICKR	FLICKR	TEST
6297	S1S2_intra	The man is sitting outside under a purple umbrella	S1_null	The man is sitting outdoors under a purple umbrella	S2_lex	5.0	ENTAILMENT	A_entails_B	B_entails_A	the man is sitting outside on the street under a purple umbrella	the man is sitting outside on the street under a purple umbrella	FLICKR	FLICKR	TRAIN
6299	S1S2_intra	A shoeless woman is sitting on a blanket under a lavender umbrella	S1_null	A woman, who is shoeless, is sitting on a blanket under a lavender umbrella	S2_expa	4.8	ENTAILMENT	A_entails_B	B_entails_A	a gray-haired, shoeless woman is sitting on a blanket under a lavendar umbrella on the side of a street	a gray-haired, shoeless woman is sitting on a blanket under a lavendar umbrella on the side of a street	FLICKR	FLICKR	TRAIN
6300	S1S3_intra	A shoeless woman is sitting on a blanket under a lavender umbrella	S1_null	A shoeless woman is standing over a blanket near a lavender umbrella	S3_so	3.8	NEUTRAL	A_neutral_B	B_neutral_A	a gray-haired, shoeless woman is sitting on a blanket under a lavendar umbrella on the side of a street	a gray-haired, shoeless woman is sitting on a blanket under a lavendar umbrella on the side of a street	FLICKR	FLICKR	TRAIN
6305	S1S1_inter	A shoeless woman is sitting on a blanket under a lavender umbrella	S1_null	The man is sitting outside under a purple umbrella	S1_null	3.0	NEUTRAL	A_neutral_B	B_neutral_A	the man is sitting outside on the street under a purple umbrella	a gray-haired, shoeless woman is sitting on a blanket under a lavendar umbrella on the side of a street	FLICKR	FLICKR	TRAIN
6307	S1S3_intra	A woman is playing with two young boys at a park	S1_null	There is no woman playing with two young boys at a park	S3_od	4.3	CONTRADICTION	A_contradicts_B	B_contradicts_A	a woman playing with two young boys at a park	a woman playing with two young boys at a park	FLICKR	FLICKR	TRAIN
6309	S1S3_intra	A woman is standing near three children	S1_null	There is no woman standing near three children	S3_od	3.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	a woman and three children	a woman and three children	FLICKR	FLICKR	TRAIN
6310	S1S2_inter	A woman is playing with two young boys at a park	S1_null	A lady is standing near three children	S2_null	3.0	NEUTRAL	A_neutral_B	B_neutral_A	a woman playing with two young boys at a park	a woman and three children	FLICKR	FLICKR	TRAIN
6313	S1S3_inter	A woman is standing near three children	S1_null	There is no woman playing with two young boys at a park	S3_null	2.1	NEUTRAL	A_neutral_B	B_neutral_A	a woman and three children	a woman playing with two young boys at a park	FLICKR	FLICKR	TRAIN
6314	S1S1_inter	A woman is standing near three children	S1_null	A woman is playing with two young boys at a park	S1_null	2.8	NEUTRAL	A_neutral_B	B_neutral_A	a woman playing with two young boys at a park	a woman and three children	FLICKR	FLICKR	TEST
6317	S1S2_intra	A tan dog is running through the snow	S1_null	A dog, which is tan, is running through the snow	S2_expa	4.9	ENTAILMENT	A_entails_B	B_entails_A	a tan dog runs through the snow	a tan dog runs through the snow	FLICKR	FLICKR	TRAIN
6319	S1S2_inter	A yellow dog is running on white snow on a sunny day	S1_null	A dog, which is tan, is running through the snow	S2_null	3.8	ENTAILMENT	A_entails_B	B_neutral_A	a yellow dog runs on white snow on a sunny day	a tan dog runs through the snow	FLICKR	FLICKR	TRAIN
6322	S1S3_inter	A tan dog is running through the snow	S1_null	A yellow dog is stopping on white snow on a sunny day	S3_null	2.765	NEUTRAL	A_neutral_B	B_neutral_A	a tan dog runs through the snow	a yellow dog runs on white snow on a sunny day	FLICKR	FLICKR	TEST
6323	S1S1_inter	A tan dog is running through the snow	S1_null	A yellow dog is running on white snow on a sunny day	S1_null	3.7	NEUTRAL	A_neutral_B	B_neutral_A	a yellow dog runs on white snow on a sunny day	a tan dog runs through the snow	FLICKR	FLICKR	TEST
6325	S1S3_intra	A girl is wearing jeans and a pink shirt and is running	S1_null	There is no girl wearing jeans and a pink shirt and running	S3_od	4.2	CONTRADICTION	A_contradicts_B	B_contradicts_A	a girls wearing jeans and a pink shirt runs	a girls wearing jeans and a pink shirt runs	FLICKR	FLICKR	TEST
6326	S1S4_intra	A girl is wearing jeans and a pink shirt and is running	S1_null	A girl is running with a pink shirt and is not wearing jeans	S4_ws	3.9	NEUTRAL	A_contradicts_B	B_neutral_A	a girls wearing jeans and a pink shirt runs	a girls wearing jeans and a pink shirt runs	FLICKR	FLICKR	TRAIN
