index	pair_ID	pair_type	sentence_A	sentence_A_expRule	sentence_B	sentence_B_expRule	relatedness_score	entailment_label	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set	jpg
735	6198	S1S2_inter	A group of Asian girls are standing together	S1_null	Two girls are laughing breathlessly and other girls are watching them	S2_null	2.4	NEUTRAL	A_neutral_B	B_neutral_A	a group of asian girls are standing together	two girls laugh while other girls look on	FLICKR	FLICKR	TRAIN	3381788544_2c50e139dd.jpg#0
737	6202	S1S3_intra	A bicyclist is holding a bike over his head in a group of people	S1_null	A lone bicyclist is putting down a bike	S3_so	3.1	CONTRADICTION	A_contradicts_B	B_contradicts_A	a bicyclist holds their bike over their head by a group of people	a bicyclist holds their bike over their head by a group of people	FLICKR	FLICKR	TRAIN	3225058391_a12d38d911.jpg#0
740	6211	S1S1_inter	A cold cyclist is celebrating	S1_null	A bicyclist is holding a bike over his head in a group of people	S1_null	3.1	NEUTRAL	A_neutral_B	B_neutral_A	a bicyclist holds their bike over their head by a group of people	a cold cycler celebrates	FLICKR	FLICKR	TRAIN	3225058391_a12d38d911.jpg#0
742	6205	S1S3_intra	A cold cyclist is celebrating	S1_null	There is no cold cyclist celebrating	S3_od	4.0	CONTRADICTION	A_contradicts_B	B_contradicts_A	a cold cycler celebrates	a cold cycler celebrates	FLICKR	FLICKR	TRAIN	3225058391_a12d38d911.jpg#1
743	6208	S1S2_inter	A cold cyclist is celebrating	S1_null	A bike is being held over his head by a bicyclist in a group of people	S2_null	2.3	NEUTRAL	A_neutral_B	B_neutral_A	a cold cycler celebrates	a bicyclist holds their bike over their head by a group of people	FLICKR	FLICKR	TRAIN	3225058391_a12d38d911.jpg#1
753	6234	S1S2_inter	Two dogs are playing together on the grass	S1_null	A big dog and a small dog with a white coat are playing together	S2_null	3.8	NEUTRAL	A_neutral_B	B_neutral_A	two dogs playing together on the grass	a german sheperd and a small white dog are playing	FLICKR	FLICKR	TRAIN	2260649048_ae45d17e68.jpg#4
756	6232	S1S2_intra	A big dog and a small white dog are playing together	S1_null	A big dog and a small dog with a white coat are playing together	S2_expa	4.5	ENTAILMENT	A_entails_B	B_neutral_A	a german sheperd and a small white dog are playing	a german sheperd and a small white dog are playing	FLICKR	FLICKR	TRAIN	2260649048_ae45d17e68.jpg#0
770	7839	S1S1_inter	The brown dog is jumping in the air	S1_null	A brown dog is jumping in the air	S1_null	4.5	ENTAILMENT	A_entails_B	B_entails_A	a brown dog jumps in the air	a brown dog jumping in the air	FLICKR	FLICKR	TRAIN	2303426046_09cfd7bc4e.jpg#0
771	7839	S1S1_inter	The brown dog is jumping in the air	S1_null	A brown dog is jumping in the air	S1_null	4.5	ENTAILMENT	A_entails_B	B_entails_A	a brown dog jumps in the air	a brown dog jumping in the air	FLICKR	FLICKR	TRAIN	3439414478_8038ba9409.jpg#2
772	6241	S1S2_intra	A malnourished looking dog is standing on its hind legs and preparing to jump	S1_null	The malnourished looking dog is standing on its hind legs and is preparing to jump	S2_det	5.0	ENTAILMENT	A_entails_B	B_entails_A	a dog appearing to be malnourished is standing on his hind legs about to jump	a dog appearing to be malnourished is standing on his hind legs about to jump	FLICKR	FLICKR	TRAIN	2303426046_09cfd7bc4e.jpg#1
773	9915	unrel	A brown puppy is gnawing a metallic post that is stuck in the ground	S1_null	A malnourished looking dog is standing on its hind legs and preparing to jump	S1_null	2.7	NEUTRAL	A_neutral_B	B_neutral_A	a dog appearing to be malnourished is standing on his hind legs about to jump	a brown puppy is gnawing in a metallic post that is stuck into the ground	FLICKR	FLICKR	TRAIN	2303426046_09cfd7bc4e.jpg#1
774	6248	S1S2_intra	The cop is sitting on a police bike	S1_null	The cop is sitting on a police bicycle	S2_lex	4.8	ENTAILMENT	A_entails_B	B_entails_A	a cop sitting on his police bike	a cop sitting on his police bike	FLICKR	FLICKR	TRAIN	3240014971_ee2ea8406f.jpg#0
776	6258	S1S1_inter	A policeman is sitting on a motorcycle	S1_null	The cop is sitting on a police bike	S1_null	4.2	ENTAILMENT	A_entails_B	B_neutral_A	a cop sitting on his police bike	a policeman sits on a motorcycle	FLICKR	FLICKR	TRAIN	3240014971_ee2ea8406f.jpg#0
780	6259	S1S2_intra	Two women are wearing bikinis on the sandy beach	S1_null	Two women are wearing bikinis on the beach which is sandy	S2_expa	4.9	ENTAILMENT	A_entails_B	B_entails_A	two women wearing bikinis on a sandy beach	two women wearing bikinis on a sandy beach	FLICKR	FLICKR	TRAIN	2883950737_3b67d24af4.jpg#4
782	6263	S1S2_inter	Two women are wearing bikinis on the sandy beach	S1_null	Two women are wearing bikinis and walking on the sand	S2_null	4.4	NEUTRAL	A_neutral_B	B_neutral_A	two women wearing bikinis on a sandy beach	two women wearing bikinis are walking on the sand	FLICKR	FLICKR	TRAIN	2883950737_3b67d24af4.jpg#4
784	6267	S1S1_inter	Two women are wearing bikinis and are walking on the sand	S1_null	Two women are wearing bikinis on the sandy beach	S1_null	4.3	ENTAILMENT	A_entails_B	B_neutral_A	two women wearing bikinis on a sandy beach	two women wearing bikinis are walking on the sand	FLICKR	FLICKR	TRAIN	2883950737_3b67d24af4.jpg#4
786	6266	S1S3_inter	Two women are wearing bikinis and are walking on the sand	S1_null	There are no women wearing bikinis on the sandy beach	S3_null	3.5	CONTRADICTION	A_contradicts_B	B_contradicts_A	two women wearing bikinis are walking on the sand	two women wearing bikinis on a sandy beach	FLICKR	FLICKR	TRAIN	2883950737_3b67d24af4.jpg#3
797	6290	S1S2_intra	A large group of cheerleaders is walking in a parade	S1_null	Many cheerleaders are walking in a parade	S2_det	4.8	ENTAILMENT	A_entails_B	B_entails_A	a large group of cheerleaders walking in a parade	a large group of cheerleaders walking in a parade	FLICKR	FLICKR	TRAIN	3423802527_94bd2b23b0.jpg#1
798	6291	S1S3_intra	A large group of cheerleaders is walking in a parade	S1_null	There is no large group of cheerleaders walking in a parade	S3_od	4.4	CONTRADICTION	A_contradicts_B	B_contradicts_A	a large group of cheerleaders walking in a parade	a large group of cheerleaders walking in a parade	FLICKR	FLICKR	TRAIN	3423802527_94bd2b23b0.jpg#1
800	6295	S1S3_inter	A large group of cheerleaders is walking in a parade	S1_null	The cheerleaders are not parading and are not wearing black, pink and white uniforms	S3_null	3.5	NEUTRAL	A_neutral_B	B_neutral_A	a large group of cheerleaders walking in a parade	parade of cheerleaders wearing black, pink and white uniforms	FLICKR	FLICKR	TRAIN	3423802527_94bd2b23b0.jpg#1
802	6297	S1S2_intra	The man is sitting outside under a purple umbrella	S1_null	The man is sitting outdoors under a purple umbrella	S2_lex	5.0	ENTAILMENT	A_entails_B	B_entails_A	the man is sitting outside on the street under a purple umbrella	the man is sitting outside on the street under a purple umbrella	FLICKR	FLICKR	TRAIN	2685139184_4ff45e0f76.jpg#3
803	6305	S1S1_inter	A shoeless woman is sitting on a blanket under a lavender umbrella	S1_null	The man is sitting outside under a purple umbrella	S1_null	3.0	NEUTRAL	A_neutral_B	B_neutral_A	the man is sitting outside on the street under a purple umbrella	a gray-haired, shoeless woman is sitting on a blanket under a lavendar umbrella on the side of a street	FLICKR	FLICKR	TRAIN	2685139184_4ff45e0f76.jpg#3
804	6299	S1S2_intra	A shoeless woman is sitting on a blanket under a lavender umbrella	S1_null	A woman, who is shoeless, is sitting on a blanket under a lavender umbrella	S2_expa	4.8	ENTAILMENT	A_entails_B	B_entails_A	a gray-haired, shoeless woman is sitting on a blanket under a lavendar umbrella on the side of a street	a gray-haired, shoeless woman is sitting on a blanket under a lavendar umbrella on the side of a street	FLICKR	FLICKR	TRAIN	2685139184_4ff45e0f76.jpg#0
805	6300	S1S3_intra	A shoeless woman is sitting on a blanket under a lavender umbrella	S1_null	A shoeless woman is standing over a blanket near a lavender umbrella	S3_so	3.8	NEUTRAL	A_neutral_B	B_neutral_A	a gray-haired, shoeless woman is sitting on a blanket under a lavendar umbrella on the side of a street	a gray-haired, shoeless woman is sitting on a blanket under a lavendar umbrella on the side of a street	FLICKR	FLICKR	TRAIN	2685139184_4ff45e0f76.jpg#0
806	6307	S1S3_intra	A woman is playing with two young boys at a park	S1_null	There is no woman playing with two young boys at a park	S3_od	4.3	CONTRADICTION	A_contradicts_B	B_contradicts_A	a woman playing with two young boys at a park	a woman playing with two young boys at a park	FLICKR	FLICKR	TRAIN	3647826834_dc63e21bd0.jpg#3
807	6310	S1S2_inter	A woman is playing with two young boys at a park	S1_null	A lady is standing near three children	S2_null	3.0	NEUTRAL	A_neutral_B	B_neutral_A	a woman playing with two young boys at a park	a woman and three children	FLICKR	FLICKR	TRAIN	3647826834_dc63e21bd0.jpg#3
809	6309	S1S3_intra	A woman is standing near three children	S1_null	There is no woman standing near three children	S3_od	3.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	a woman and three children	a woman and three children	FLICKR	FLICKR	TRAIN	3647826834_dc63e21bd0.jpg#0
810	6313	S1S3_inter	A woman is standing near three children	S1_null	There is no woman playing with two young boys at a park	S3_null	2.1	NEUTRAL	A_neutral_B	B_neutral_A	a woman and three children	a woman playing with two young boys at a park	FLICKR	FLICKR	TRAIN	3647826834_dc63e21bd0.jpg#0
811	6317	S1S2_intra	A tan dog is running through the snow	S1_null	A dog, which is tan, is running through the snow	S2_expa	4.9	ENTAILMENT	A_entails_B	B_entails_A	a tan dog runs through the snow	a tan dog runs through the snow	FLICKR	FLICKR	TRAIN	226531363_33ac01d931.jpg#2
813	6319	S1S2_inter	A yellow dog is running on white snow on a sunny day	S1_null	A dog, which is tan, is running through the snow	S2_null	3.8	ENTAILMENT	A_entails_B	B_neutral_A	a yellow dog runs on white snow on a sunny day	a tan dog runs through the snow	FLICKR	FLICKR	TRAIN	226531363_33ac01d931.jpg#4
816	6326	S1S4_intra	A girl is wearing jeans and a pink shirt and is running	S1_null	A girl is running with a pink shirt and is not wearing jeans	S4_ws	3.9	NEUTRAL	A_contradicts_B	B_neutral_A	a girls wearing jeans and a pink shirt runs	a girls wearing jeans and a pink shirt runs	FLICKR	FLICKR	TRAIN	2364774105_fbaf0c191f.jpg#1
819	6334	S1S1_inter	A girl is wearing jeans and a pink shirt and is running	S1_null	The little girl in a pink shirt is running under a tree in the desert	S1_null	3.8	NEUTRAL	A_neutral_B	B_neutral_A	a girls wearing jeans and a pink shirt runs	the little girl in the pink shirt is running under a tree in the desert	FLICKR	FLICKR	TRAIN	2364774105_fbaf0c191f.jpg#1
820	6327	S1S2_intra	The little girl in a pink shirt is running under a tree in the desert	S1_null	A little girl in a pink shirt is running under a tree in the desert	S2_det	4.9	ENTAILMENT	A_entails_B	B_entails_A	the little girl in the pink shirt is running under a tree in the desert	the little girl in the pink shirt is running under a tree in the desert	FLICKR	FLICKR	TRAIN	2364774105_fbaf0c191f.jpg#2
822	6333	S1S4_inter	The little girl in a pink shirt is running under a tree in the desert	S1_null	A girl is running with a pink shirt and is not wearing jeans	S4_null	3.2	NEUTRAL	A_neutral_B	B_neutral_A	the little girl in the pink shirt is running under a tree in the desert	a girls wearing jeans and a pink shirt runs	FLICKR	FLICKR	TRAIN	2364774105_fbaf0c191f.jpg#2
823	6336	S1S3_intra	The white dog wearing reindeer ears is near a brown dog	S1_null	The white dog is not wearing reindeer ears and isn't near a brown dog	S3_inv	3.6	CONTRADICTION	A_contradicts_B	B_contradicts_A	a white dog wearing reindeer ears is next to a brown dog	a white dog wearing reindeer ears is next to a brown dog	FLICKR	FLICKR	TRAIN	2071309418_1d7580b0f0.jpg#1
825	6345	S1S1_inter	A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	S1_null	The white dog wearing reindeer ears is near a brown dog	S1_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	a white dog wearing reindeer ears is next to a brown dog	a white dog wearing a christmas reindeer headband plays with a brown dog in the grass among some stuffed animals	FLICKR	FLICKR	TRAIN	2071309418_1d7580b0f0.jpg#1
826	6338	S1S2_intra	A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	S1_null	A white dog is wearing a Christmas reindeer headband and is playing with a dog with a brown coat in the grass	S2_expa	4.5	ENTAILMENT	A_entails_B	B_neutral_A	a white dog wearing a christmas reindeer headband plays with a brown dog in the grass among some stuffed animals	a white dog wearing a christmas reindeer headband plays with a brown dog in the grass among some stuffed animals	FLICKR	FLICKR	TRAIN	2071309418_1d7580b0f0.jpg#0
830	6349	S1S3_intra	A young boy is riding a dirt bike through the mud	S1_null	There is no young boy riding a dirt bike through the mud	S3_od	3.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	a young boy riding a dirt bike through the mud	a young boy riding a dirt bike through the mud	FLICKR	FLICKR	TRAIN	3228517564_74b00a923b.jpg#2
831	6350	S1S2_inter	A young child is riding a bike on a rough dirt path	S1_null	The young boy is riding a dirt bike through the mud	S2_null	3.8	NEUTRAL	A_neutral_B	B_neutral_A	a young child rides a bike on a rough dirt path	a young boy riding a dirt bike through the mud	FLICKR	FLICKR	TRAIN	3228517564_74b00a923b.jpg#3
834	6363	S1S1_inter	A woman in a red dress is playing an instrument	S1_null	The woman in a red costume is leaning against a brick wall and playing an instrument	S1_null	4.0	NEUTRAL	A_neutral_B	B_neutral_A	a woman in a red dress playing an instrument	a woman wearing a red costume plays an instrument against a brick wall	FLICKR	FLICKR	TRAIN	2836325261_a3bf5c59be.jpg#1
841	6366	S1S2_intra	A young child is wearing a white coat and playing a game	S1_null	A child, who is young, is wearing a white coat and playing a game	S2_expa	4.9	ENTAILMENT	A_entails_B	B_entails_A	a young child wearing a white coat playing a children's gold game	a young child wearing a white coat playing a children's gold game	FLICKR	FLICKR	TRAIN	3226796100_08c49cfa5c.jpg#2
842	6370	S1S3_inter	The child is playing with toys outdoors	S1_null	There is no young child wearing a white coat and playing a game	S3_null	2.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	a young child wearing a white coat playing a children's gold game	the bundled up child is playing with toys outdoors	FLICKR	FLICKR	TRAIN	3226796100_08c49cfa5c.jpg#2
843	6373	S1S3_inter	A young child is wearing a white coat and playing a game	S1_null	The child is playing with toys indoors	S3_null	3.0	NEUTRAL	A_neutral_B	B_neutral_A	a young child wearing a white coat playing a children's gold game	the bundled up child is playing with toys outdoors	FLICKR	FLICKR	TRAIN	3226796100_08c49cfa5c.jpg#2
844	6375	S1S2_intra	The man is wearing a wetsuit and is riding a surfboard	S1_null	The person is wearing a wetsuit and is riding a surfboard	S2_lex	4.5	ENTAILMENT	A_entails_B	B_neutral_A	this man is wearing a wetsuit and riding a surfboard	this man is wearing a wetsuit and riding a surfboard	FLICKR	FLICKR	TRAIN	3593220756_5c416c3ceb.jpg#4
846	6385	S1S1_inter	The man is wearing a wetsuit and is riding a surfboard	S1_null	A surfer is leaning on a surfboard	S1_null	3.4	NEUTRAL	A_neutral_B	B_neutral_A	this man is wearing a wetsuit and riding a surfboard	surfer leaning back on surfboard	FLICKR	FLICKR	TRAIN	3593220756_5c416c3ceb.jpg#4
847	6377	S1S2_intra	A surfer is leaning on a surfboard	S1_null	The surfer is leaning on a surfboard	S2_det	5.0	ENTAILMENT	A_entails_B	B_entails_A	surfer leaning back on surfboard	surfer leaning back on surfboard	FLICKR	FLICKR	TRAIN	3593220756_5c416c3ceb.jpg#3
852	6392	S1S2_inter	The people are walking on the road beside a beautiful waterfall	S1_null	A waterfall is flowing calmly into a shallow pool	S2_null	2.7	NEUTRAL	A_neutral_B	B_neutral_A	a beautiful water fall with two people walking on the road beside it	a waterfall cascades into a shallow pool	FLICKR	FLICKR	TRAIN	2452686995_621878f561.jpg#0
854	6390	S1S2_inter	A waterfall is flowing into a shallow pool	S1_null	The people are walking on the road beside a waterfall, which is beautiful	S2_null	2.5	NEUTRAL	A_neutral_B	B_neutral_A	a waterfall cascades into a shallow pool	a beautiful water fall with two people walking on the road beside it	FLICKR	FLICKR	TRAIN	2452686995_621878f561.jpg#2
857	6397	S1S2_intra	A sheepdog is grouping a herd of sheep	S1_null	The sheepdog is grouping a herd of sheep	S2_det	5.0	ENTAILMENT	A_entails_B	B_entails_A	a sheepdog is rounding up a herd of sheep	a sheepdog is rounding up a herd of sheep	FLICKR	FLICKR	TRAIN	843616798_5ab0ecb525.jpg#3
860	6402	S1S3_inter	A sheepdog is grouping a herd of sheep	S1_null	A dog is scattering a pack of white sheep on a dusty farm	S3_null	3.6	NEUTRAL	A_neutral_B	B_neutral_A	a sheepdog is rounding up a herd of sheep	a wolf-like dog herds a pack of white sheep on a dusty farm	FLICKR	FLICKR	TRAIN	843616798_5ab0ecb525.jpg#3
862	6405	S1S3_intra	The dark skinned male is standing on one hand in front of a yellow building	S1_null	The dark skinned male is not standing on one hand in front of a yellow building	S3_inv	4.0	CONTRADICTION	A_contradicts_B	B_contradicts_A	a darked skinned male is standing on one palm in front of a yellow building	a darked skinned male is standing on one palm in front of a yellow building	FLICKR	FLICKR	TRAIN	2529116152_4331dabf50.jpg#0
868	6419	S1S4_intra	A bike rider in a black and red uniform is standing on a dirt bike	S1_null	A black bike rider in a red bike uniform is standing in the dirt	S4_ws	3.7	NEUTRAL	A_neutral_B	B_neutral_A	a bmx bike rider in a black and red uniform on a dirt bike	a bmx bike rider in a black and red uniform on a dirt bike	FLICKR	FLICKR	TRAIN	3415003392_139c0f3586.jpg#0
869	9851	unrel	A bike rider in a black and red uniform is standing on a dirt bike	S1_null	Five adults are sitting on stone steps	S1_null	1.1	NEUTRAL	A_neutral_B	B_neutral_A	a bmx bike rider in a black and red uniform on a dirt bike	five adults are sitting on stone steps	FLICKR	FLICKR	TRAIN	3415003392_139c0f3586.jpg#0
870	6420	S1S2_inter	A person is riding a bike	S1_null	A person who rides bikes, in a black and red uniform, is standing on a dirt bike	S2_null	3.0	NEUTRAL	A_neutral_B	B_neutral_A	a person on a bmx bike	a bmx bike rider in a black and red uniform on a dirt bike	FLICKR	FLICKR	TRAIN	2934325103_e9b8d7430f.jpg#1
871	6420	S1S2_inter	A person is riding a bike	S1_null	A person who rides bikes, in a black and red uniform, is standing on a dirt bike	S2_null	3.0	NEUTRAL	A_neutral_B	B_neutral_A	a person on a bmx bike	a bmx bike rider in a black and red uniform on a dirt bike	FLICKR	FLICKR	TRAIN	3100442775_6e2659b973.jpg#4
872	6420	S1S2_inter	A person is riding a bike	S1_null	A person who rides bikes, in a black and red uniform, is standing on a dirt bike	S2_null	3.0	NEUTRAL	A_neutral_B	B_neutral_A	a person on a bmx bike	a bmx bike rider in a black and red uniform on a dirt bike	FLICKR	FLICKR	TRAIN	3355827928_c96c0c3e88.jpg#4
873	6420	S1S2_inter	A person is riding a bike	S1_null	A person who rides bikes, in a black and red uniform, is standing on a dirt bike	S2_null	3.0	NEUTRAL	A_neutral_B	B_neutral_A	a person on a bmx bike	a bmx bike rider in a black and red uniform on a dirt bike	FLICKR	FLICKR	TRAIN	3415003392_139c0f3586.jpg#1
874	6420	S1S2_inter	A person is riding a bike	S1_null	A person who rides bikes, in a black and red uniform, is standing on a dirt bike	S2_null	3.0	NEUTRAL	A_neutral_B	B_neutral_A	a person on a bmx bike	a bmx bike rider in a black and red uniform on a dirt bike	FLICKR	FLICKR	TRAIN	3458559770_12cf9f134e.jpg#1
875	6420	S1S2_inter	A person is riding a bike	S1_null	A person who rides bikes, in a black and red uniform, is standing on a dirt bike	S2_null	3.0	NEUTRAL	A_neutral_B	B_neutral_A	a person on a bmx bike	a bmx bike rider in a black and red uniform on a dirt bike	FLICKR	FLICKR	TRAIN	3665169936_01ae94c9fd.jpg#2
888	6426	S1S2_intra	A man in a purple suit is standing by a purple case and is playing a guitar	S1_null	A man in a purple colored suit is standing by a purple case and is playing a guitar	S2_expa	4.9	ENTAILMENT	A_entails_B	B_entails_A	a man in a purple suit is standing by a purple case playing a guitar	a man in a purple suit is standing by a purple case playing a guitar	FLICKR	FLICKR	TRAIN	3315353266_70f0bbb1c3.jpg#1
890	6432	S1S3_inter	A man in a purple suit is standing by a purple case and is playing a guitar	S1_null	The man is putting away the guitar in the guitar case	S3_null	3.4	NEUTRAL	A_neutral_B	B_neutral_A	a man in a purple suit is standing by a purple case playing a guitar	a man plays his guitar with the case open for donations	FLICKR	FLICKR	TRAIN	3315353266_70f0bbb1c3.jpg#1
893	6429	S1S3_intra	The man is playing the guitar and has the guitar case open for donations	S1_null	The man is putting away the guitar in the guitar case	S3_so	2.9	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man plays his guitar with the case open for donations	a man plays his guitar with the case open for donations	FLICKR	FLICKR	TRAIN	3315353266_70f0bbb1c3.jpg#4
898	6443	S1S2_inter	A couple is sitting on a patio and looking at the ocean	S1_null	Some adults are sitting in the chairs and are watching the ocean	S2_null	4.0	NEUTRAL	A_neutral_B	B_neutral_A	a couple sit on a patio overlooking the ocean	two adults sitting in chairs overlooking the ocean	FLICKR	FLICKR	TRAIN	2752329719_868545b7d2.jpg#1
899	6447	S1S3_intra	A small boy in a yellow shirt is laughing on the beach	S1_null	There is no small boy in a yellow shirt laughing on the beach	S3_od	2.3	CONTRADICTION	A_contradicts_B	B_contradicts_A	a small boy in a yellow shirt laughing on the beach	a small boy in a yellow shirt laughing on the beach	FLICKR	FLICKR	TRAIN	2774581025_81a3074e2e.jpg#2
900	6452	S1S3_inter	A small boy in a yellow shirt is laughing on the beach	S1_null	A little boy is topless and is serious	S3_null	2.6	NEUTRAL	A_neutral_B	B_neutral_A	a small boy in a yellow shirt laughing on the beach	a little boy wearing a yellow tank top is laughing	FLICKR	FLICKR	TRAIN	2774581025_81a3074e2e.jpg#2
909	6467	S1S1_inter	Two men are riding an orange raft on the shore	S1_null	The orange rescue boat is rushing across the water	S1_null	3.4	NEUTRAL	A_neutral_B	B_neutral_A	the orange rescue boat rushes across the water	two men ride an orange raft to shore	FLICKR	FLICKR	TRAIN	3606093421_eddd46c2c7.jpg#0
910	6460	S1S3_intra	Two men are riding an orange raft on the shore	S1_null	Two men are getting off of an orange raft on the shore	S3_so	4.2	NEUTRAL	A_neutral_B	B_contradicts_A	two men ride an orange raft to shore	two men ride an orange raft to shore	FLICKR	FLICKR	TRAIN	3606093421_eddd46c2c7.jpg#4
918	6477	S1S2_intra	A person is standing in a vast field of glacial ice	S1_null	One person is standing in a vast field of glacial ice	S2_det	4.8	ENTAILMENT	A_entails_B	B_entails_A	a person stands in a vast field of glacial ice	a person stands in a vast field of glacial ice	FLICKR	FLICKR	TRAIN	321229104_3cbaf0f51c.jpg#1
919	6478	S1S3_intra	A person is standing in a vast field of glacial ice	S1_null	There is no person standing in a vast field of glacial ice	S3_od	3.1	CONTRADICTION	A_contradicts_B	B_contradicts_A	a person stands in a vast field of glacial ice	a person stands in a vast field of glacial ice	FLICKR	FLICKR	TRAIN	321229104_3cbaf0f51c.jpg#1
924	6489	S1S3_intra	A woman is snowboarding down an incline and another woman is standing behind her	S1_null	There is no woman snowboarding down an incline and there is no other woman standing behind her	S3_od	4.3	CONTRADICTION	A_contradicts_B	B_contradicts_A	a woman is snowboarding down an incline while another woman stands behind	a woman is snowboarding down an incline while another woman stands behind	FLICKR	FLICKR	TRAIN	3328646934_5cca4cebce.jpg#3
927	6491	S1S3_inter	A blond boy is sliding down a sand dune on a skateboard	S1_null	There is no woman snowboarding down an incline and there is no other woman standing behind her	S3_null	2.0	NEUTRAL	A_neutral_B	B_neutral_A	a blond boy slides down a sand dune on a skateboard with no wheels	a woman is snowboarding down an incline while another woman stands behind	FLICKR	FLICKR	TRAIN	3328646934_5cca4cebce.jpg#0
929	6495	S1S2_intra	The man is taking a picture of himself and another guy	S1_null	A picture of himself and another guy is being taken by the man	S2_top	4.4	ENTAILMENT	A_entails_B	B_entails_A	a man takes a picture of himself and another guy	a man takes a picture of himself and another guy	FLICKR	FLICKR	TRAIN	3042484940_0975a5e486.jpg#2
932	6497	S1S2_intra	A man is holding up an electronic device	S1_null	A person is holding up an electronic device	S2_lex	4.5	ENTAILMENT	A_entails_B	B_neutral_A	a man holds up an electronic device while he and another male look on	a man holds up an electronic device while he and another male look on	FLICKR	FLICKR	TRAIN	3042484940_0975a5e486.jpg#0
933	6500	S1S2_inter	The man is taking a picture of himself and another guy	S1_null	A person is holding up an electronic device	S2_null	3.1	ENTAILMENT	A_entails_B	B_neutral_A	a man holds up an electronic device while he and another male look on	a man takes a picture of himself and another guy	FLICKR	FLICKR	TRAIN	3042484940_0975a5e486.jpg#0
935	6506	S1S2_intra	A little black dog is chasing a little brown dog	S1_null	A dog, which is little and black, is chasing a little brown dog	S2_expa	4.8	ENTAILMENT	A_entails_B	B_entails_A	a little black dog chasing a little brown one	a little black dog chasing a little brown one	FLICKR	FLICKR	TRAIN	3225226381_9fe306fb9e.jpg#1
937	6514	S1S1_inter	A little black dog is chasing a little brown dog	S1_null	A brown dog and a black dog are in the grass	S1_null	3.4	NEUTRAL	A_neutral_B	B_neutral_A	a little black dog chasing a little brown one	one brown and one black dog in grass	FLICKR	FLICKR	TRAIN	3225226381_9fe306fb9e.jpg#1
941	6521	S1S3_inter	A girl in a brown dress is being surrounded by children and is closing her eyes	S1_null	The sun is not shining on the face of the girl who is in a yellow dress	S3_null	1.9	NEUTRAL	A_neutral_B	B_neutral_A	a girl in a brown dress surrounded by children closes her eyes	a girl in a yellow dress with the sun shining on her face	FLICKR	FLICKR	TRAIN	1211015912_9f3ee3a995.jpg#0
947	6529	S1S3_intra	Several women are wearing pink bunny ears and are pointing to the right	S1_null	Several women are taking off pink bunny ears and are pointing to the left	S3_so	3.6	NEUTRAL	A_contradicts_B	B_neutral_A	several women, wearing pink energizer bunny ears, point to the right.	several women, wearing pink energizer bunny ears, point to the right.	FLICKR	FLICKR	TRAIN	2607383384_d9ce9de793.jpg#1
949	6535	S1S3_inter	Several women are wearing pink bunny ears and are pointing to the right	S1_null	Women are not wearing bunny ears and race numbers and are not pointing at something in the distance	S3_null	3.4	CONTRADICTION	A_contradicts_B	B_contradicts_A	several women, wearing pink energizer bunny ears, point to the right.	women wearing bunny ears and race numbers point at something in the distance	FLICKR	FLICKR	TRAIN	2607383384_d9ce9de793.jpg#1
950	6531	S1S2_inter	Women are wearing bunny ears and race numbers and are pointing at something in the distance	S1_null	A group of women are wearing pink bunny ears and are pointing to the right	S2_null	3.9	NEUTRAL	A_neutral_B	B_neutral_A	women wearing bunny ears and race numbers point at something in the distance	several women, wearing pink energizer bunny ears, point to the right.	FLICKR	FLICKR	TRAIN	2607383384_d9ce9de793.jpg#4
952	6536	S1S1_inter	Women are wearing bunny ears and race numbers and are pointing at something in the distance	S1_null	Several women are wearing pink bunny ears and are pointing to the right	S1_null	3.8	NEUTRAL	A_neutral_B	B_neutral_A	women wearing bunny ears and race numbers point at something in the distance	several women, wearing pink energizer bunny ears, point to the right.	FLICKR	FLICKR	TRAIN	2607383384_d9ce9de793.jpg#4
954	6540	S1S3_intra	The ice hockey goalkeeper is wearing a yellow jersey and is defending the goal	S1_null	The ice hockey goalkeeper is not wearing a yellow jersey and is not defending the goal	S3_inv	3.3	CONTRADICTION	A_contradicts_B	B_contradicts_A	an ice hockey goalkeeper wearing yellow is defending the goal	an ice hockey goalkeeper wearing yellow is defending the goal	FLICKR	FLICKR	TRAIN	3138504165_c7ae396294.jpg#3
956	6549	S1S3_intra	A small boy is standing in the forest	S1_null	A small boy is sitting in the forest	S3_so	3.5	NEUTRAL	A_neutral_B	B_neutral_A	small boy in forest	small boy in forest	FLICKR	FLICKR	TRAIN	2444935470_7b0226b756.jpg#3
959	6554	S1S1_inter	A small boy is standing in the forest	S1_null	A young child is standing in front of some trees	S1_null	3.7	NEUTRAL	A_neutral_B	B_neutral_A	a young child is standing in front of some trees	small boy in forest	FLICKR	FLICKR	TRAIN	2444935470_7b0226b756.jpg#1
