pair_ID	pair_type	sentence_A	sentence_A_expRule	sentence_B	sentence_B_expRule	relatedness_score	entailment_label	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
2456	S1S3_inter	A baby rhino is shunning an adult rhino	S3_null	A baby rhino is walking around a pen with its mother	S1_null	3.215	NEUTRAL	A_neutral_B	B_neutral_A	a baby rhino is walking around his pen with his mother	a baby rhino is following an adult rhino	SEMEVAL	SEMEVAL	TRAIN
2457	S1S4_inter	A baby rhino is walking around a pen with its mother	S1_null	A baby and an adult are being followed by a rhino	S4_null	2.8	NEUTRAL	A_neutral_B	B_neutral_A	a baby rhino is walking around his pen with his mother	a baby rhino is following an adult rhino	SEMEVAL	SEMEVAL	TRAIN
2458	S1S1_inter	A baby rhino is walking around a pen with its mother	S1_null	A baby rhino is following an adult rhino	S1_null	4.1	ENTAILMENT	A_entails_B	B_neutral_A	a baby rhino is following an adult rhino	a baby rhino is walking around his pen with his mother	SEMEVAL	SEMEVAL	TRAIN
2459	S1S2_intra	A man is riding a motorbike	S2_lex	A man is riding a motorcycle	S1_null	5.0	ENTAILMENT	A_entails_B	B_entails_A	a man is riding a motorcycle	a man is riding a motorcycle	SEMEVAL	SEMEVAL	TRAIN
2465	S1S2_inter	A man is riding a motorcycle through the town	S1_null	A man is riding a motorbike	S2_null	4.6	ENTAILMENT	A_entails_B	B_neutral_A	a man is riding a motorcycle through a town	a man is riding a motorcycle	SEMEVAL	SEMEVAL	TRAIN
2466	S1S3_inter	A man is riding a motorcycle through the town	S1_null	A man is getting off the motorcycle	S3_null	2.865	NEUTRAL	A_neutral_B	B_neutral_A	a man is riding a motorcycle through a town	a man is riding a motorcycle	SEMEVAL	SEMEVAL	TRAIN
2467	S1S1_inter	A man is riding a motorcycle through the town	S1_null	A man is riding a motorcycle	S1_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	a man is riding a motorcycle	a man is riding a motorcycle through a town	SEMEVAL	SEMEVAL	TRAIN
2472	S1S2_inter	Some persons are singing	S2_null	A group of people is singing	S1_null	4.8	ENTAILMENT	A_entails_B	B_entails_A	a group of people sing	some people are singing	SEMEVAL	SEMEVAL	TRAIN
2474	S1S2_inter	Some people are singing	S1_null	A few people are singing	S2_null	4.7	ENTAILMENT	A_entails_B	B_entails_A	some people are singing	a group of people sing	SEMEVAL	SEMEVAL	TRAIN
2486	S1S2_intra	One man is dancing	S2_det	A man is dancing	S1_null	4.6	ENTAILMENT	A_entails_B	B_entails_A	a man is dancing	a man is dancing	SEMEVAL	SEMEVAL	TRAIN
2491	unrel	A man is dancing	S1_null	A man is silent	S3_null	2.3	NEUTRAL	A_neutral_B	B_neutral_A	a man is dancing	a man is speaking	SEMEVAL	SEMEVAL	TRAIN
2495	S1S2_intra	A man is carefully climbing a rope	S2_aa	A man is climbing a rope	S1_null	4.5	ENTAILMENT	A_entails_B	B_neutral_A	a man is climbing a rope	a man is climbing a rope	SEMEVAL	SEMEVAL	TRAIN
2496	S1S3_intra	A man is untying a rope	S3_so	A man is climbing a rope	S1_null	3.15	NEUTRAL	A_neutral_B	B_neutral_A	a man is climbing a rope	a man is climbing a rope	SEMEVAL	SEMEVAL	TRAIN
2497	S1S4_intra	A man is being roped before a climb	S4_ws	A man is climbing a rope	S1_null	3.1	NEUTRAL	A_neutral_B	B_neutral_A	a man is climbing a rope	a man is climbing a rope	SEMEVAL	SEMEVAL	TRAIN
2499	S1S3_intra	There is no panda climbing	S3_od	A panda is climbing	S1_null	3.3	CONTRADICTION	A_contradicts_B	B_contradicts_A	a panda is climbing	a panda is climbing	SEMEVAL	SEMEVAL	TRAIN
2500	unrel	One panda is climbing	S2_null	A man is climbing a rope	S1_null	1.6	NEUTRAL	A_neutral_B	B_neutral_A	a man is climbing a rope	a panda is climbing	SEMEVAL	SEMEVAL	TRAIN
2505	unrel	A panda is climbing	S1_null	A man is climbing a rope	S1_null	1.6	NEUTRAL	A_neutral_B	B_neutral_A	a man is climbing a rope	a panda is climbing	SEMEVAL	SEMEVAL	TRAIN
2506	S1S2_intra	A woman is dancing beautifully in a cage	S2_aa	A woman is dancing in a cage	S1_null	4.8	ENTAILMENT	A_entails_B	B_neutral_A	a woman is dancing in a cage	a woman is dancing in a cage	SEMEVAL	SEMEVAL	TRAIN
2508	S1S4_intra	A woman is being caged for the dance	S4_ws	A woman is dancing in a cage	S1_null	3.9	NEUTRAL	A_neutral_B	B_neutral_A	a woman is dancing in a cage	a woman is dancing in a cage	SEMEVAL	SEMEVAL	TRAIN
2509	S1S2_intra	The woman is dancing	S1_null	The lady is dancing	S2_lex	5.0	ENTAILMENT	A_entails_B	B_entails_A	a woman is dancing	a woman is dancing	SEMEVAL	SEMEVAL	TRAIN
2510	S1S3_intra	The woman is dancing	S1_null	The woman is not dancing	S3_inv	3.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	a woman is dancing	a woman is dancing	SEMEVAL	SEMEVAL	TRAIN
2514	S1S3_inter	There is no woman dancing in a cage	S3_null	The woman is dancing	S1_null	3.4	NEUTRAL	A_neutral_B	B_neutral_A	a woman is dancing	a woman is dancing in a cage	SEMEVAL	SEMEVAL	TRAIN
2515	S1S4_inter	A woman is being caged for the dance	S4_null	The woman is dancing	S1_null	3.3	NEUTRAL	A_neutral_B	B_neutral_A	a woman is dancing	a woman is dancing in a cage	SEMEVAL	SEMEVAL	TRAIN
2518	S1S3_intra	Four people are floating on a raft	S1_null	Nobody is floating on a raft	S3_od	4.15	CONTRADICTION	A_contradicts_B	B_contradicts_A	four people are floating on a raft	four people are floating on a raft	SEMEVAL	SEMEVAL	TRAIN
2521	S1S4_intra	People are riding and paddling a raft	S1_null	People are paddling near a raft that is being ridden	S4_ws	4.0	NEUTRAL	A_neutral_B	B_neutral_A	people ride and paddle a raft	people ride and paddle a raft	SEMEVAL	SEMEVAL	TRAIN
2529	S1S3_intra	A cat is eating corn on the cob	S1_null	There is no cat eating corn on the cob	S3_od	3.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	a cat is eating corn on the cob	a cat is eating corn on the cob	SEMEVAL	SEMEVAL	TRAIN
2530	S1S2_intra	A cat is eating some corn	S1_null	The cat is eating some corn	S2_det	5.0	ENTAILMENT	A_entails_B	B_entails_A	a cat is eating some corn	a cat is eating some corn	SEMEVAL	SEMEVAL	TRAIN
2538	S1S3_intra	Someone is slicing a tomato	S1_null	Nobody is slicing a tomato	S3_od	3.9	CONTRADICTION	A_contradicts_B	B_contradicts_A	someone is slicing a tomato	someone is slicing a tomato	SEMEVAL	SEMEVAL	TRAIN
2539	S1S2_intra	The person is quickly slicing a vegetable	S2_aa	The person is slicing a vegetable	S1_null	4.6	ENTAILMENT	A_entails_B	B_neutral_A	someone is slicing a vegetable	someone is slicing a vegetable	SEMEVAL	SEMEVAL	TRAIN
2540	S1S3_intra	The person isn't slicing a vegetable	S3_inv	The person is slicing a vegetable	S1_null	4.085	CONTRADICTION	A_contradicts_B	B_contradicts_A	someone is slicing a vegetable	someone is slicing a vegetable	SEMEVAL	SEMEVAL	TRAIN
2543	S1S2_inter	Someone is cutting a tomato	S2_null	The person is slicing a vegetable	S1_null	4.6	ENTAILMENT	A_entails_B	B_neutral_A	someone is slicing a vegetable	someone is slicing a tomato	SEMEVAL	SEMEVAL	TRAIN
2545	S1S1_inter	Someone is slicing a tomato	S1_null	The person is slicing a vegetable	S1_null	4.1	ENTAILMENT	A_entails_B	B_neutral_A	someone is slicing a tomato	someone is slicing a vegetable	SEMEVAL	SEMEVAL	TRAIN
2549	S1S3_intra	There is no little girl playing the piano	S3_od	A little girl is playing the piano	S1_null	3.5	CONTRADICTION	A_contradicts_B	B_contradicts_A	a little girl is playing the piano	a little girl is playing the piano	SEMEVAL	SEMEVAL	TRAIN
2551	S1S3_inter	There is no little girl playing the piano	S3_null	A little girl is playing a grand piano on stage	S1_null	2.6	CONTRADICTION	A_contradicts_B	B_contradicts_A	a little girl is playing a grand piano on stage	a little girl is playing the piano	SEMEVAL	SEMEVAL	TRAIN
2553	S1S3_inter	A little girl is playing the piano	S1_null	There is no little girl playing a grand piano on stage	S3_null	3.6	NEUTRAL	A_neutral_B	B_neutral_A	a little girl is playing the piano	a little girl is playing a grand piano on stage	SEMEVAL	SEMEVAL	TRAIN
2554	S1S1_inter	A little girl is playing a grand piano on stage	S1_null	A little girl is playing the piano	S1_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	a little girl is playing a grand piano on stage	a little girl is playing the piano	SEMEVAL	SEMEVAL	TRAIN
2555	S1S2_intra	A man is playing the guitar	S2_det	A man is playing a guitar	S1_null	4.9	ENTAILMENT	A_entails_B	B_entails_A	a man is playing a guitar	a man is playing a guitar	SEMEVAL	SEMEVAL	TRAIN
2561	S1S2_inter	A man is playing the guitar	S2_null	Someone is playing the guitar	S1_null	4.6	ENTAILMENT	A_entails_B	B_neutral_A	someoen is playing guitar	a man is playing a guitar	SEMEVAL	SEMEVAL	TRAIN
2569	unrel	The man is dancing	S1_null	Three women are standing still	S3_null	1.7	NEUTRAL	A_neutral_B	B_neutral_A	the man is dancing	three women are dancing	SEMEVAL	SEMEVAL	TRAIN
2572	unrel	The man is dancing	S1_null	Three women are dancing	S1_null	2.8	NEUTRAL	A_neutral_B	B_neutral_A	the man is dancing	three women are dancing	SEMEVAL	SEMEVAL	TRAIN
2574	S1S3_intra	There is no man playing a bamboo flute	S3_od	A man is playing a bamboo flute	S1_null	4.0	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man is playing a bamboo flute	a man is playing a bamboo flute	SEMEVAL	SEMEVAL	TRAIN
2577	S1S2_inter	A man is playing a bamboo flute	S1_null	A flute is being played by the man	S2_null	4.3	ENTAILMENT	A_entails_B	B_neutral_A	a man is playing a bamboo flute	a man is playing a flute	SEMEVAL	SEMEVAL	TRAIN
2578	S1S3_inter	A man is playing a bamboo flute	S1_null	The man is not playing a flute	S3_null	3.5	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man is playing a bamboo flute	a man is playing a flute	SEMEVAL	SEMEVAL	TRAIN
2579	S1S2_inter	A man is playing a flute made of bamboo	S2_null	The man is playing a flute	S1_null	4.1	ENTAILMENT	A_entails_B	B_neutral_A	a man is playing a flute	a man is playing a bamboo flute	SEMEVAL	SEMEVAL	TRAIN
2582	S1S2_intra	A person is absently cutting mushrooms with a knife	S2_aa	A person is cutting mushrooms with a knife	S1_null	3.7	ENTAILMENT	A_entails_B	B_neutral_A	a person is cutting mushrooms with a knife	a person is cutting mushrooms with a knife	SEMEVAL	SEMEVAL	TRAIN
2583	S1S3_intra	A person is cutting mushrooms with a knife	S1_null	A person is putting away the mushrooms	S3_so	3.3	NEUTRAL	A_neutral_B	B_neutral_A	a person is cutting mushrooms with a knife	a person is cutting mushrooms with a knife	SEMEVAL	SEMEVAL	TRAIN
2588	S1S2_inter	A person is absently cutting mushrooms with a knife	S2_null	A person is cutting some mushrooms	S1_null	4.2	ENTAILMENT	A_entails_B	B_neutral_A	a person is cutting mushrooms	a person is cutting mushrooms with a knife	SEMEVAL	SEMEVAL	TRAIN
2589	S1S3_inter	A person is cutting some mushrooms	S1_null	A person is putting away the mushrooms	S3_null	3.5	NEUTRAL	A_neutral_B	B_contradicts_A	a person is cutting mushrooms	a person is cutting mushrooms with a knife	SEMEVAL	SEMEVAL	TRAIN
2590	S1S1_inter	A person is cutting mushrooms with a knife	S1_null	A person is cutting some mushrooms	S1_null	4.8	ENTAILMENT	A_entails_B	B_neutral_A	a person is cutting mushrooms with a knife	a person is cutting mushrooms	SEMEVAL	SEMEVAL	TRAIN
2591	S1S2_intra	A tiger is pacing around a cage	S2_lex	A tiger is walking around a cage	S1_null	4.8	ENTAILMENT	A_entails_B	B_entails_A	a tiger is walking around his cage	a tiger is walking around his cage	SEMEVAL	SEMEVAL	TRAIN
2592	S1S3_intra	A tiger is walking outside a cage	S3_so	A tiger is walking around a cage	S1_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	a tiger is walking around his cage	a tiger is walking around his cage	SEMEVAL	SEMEVAL	TRAIN
2593	S1S2_intra	A tiger is walking around with no aim	S2_expa	A tiger is walking around aimlessly	S1_null	3.965	ENTAILMENT	A_entails_B	B_entails_A	a tiger walks around aimlessly	a tiger walks around aimlessly	SEMEVAL	SEMEVAL	TRAIN
2594	S1S3_intra	A tiger is walking around aimlessly	S1_null	A tiger is sitting	S3_so	3.4	NEUTRAL	A_contradicts_B	B_neutral_A	a tiger walks around aimlessly	a tiger walks around aimlessly	SEMEVAL	SEMEVAL	TRAIN
2596	S1S2_inter	A tiger is walking around with no aim	S2_null	A tiger is walking around a cage	S1_null	3.8	NEUTRAL	A_neutral_B	B_neutral_A	a tiger is walking around his cage	a tiger walks around aimlessly	SEMEVAL	SEMEVAL	TRAIN
2597	S1S3_inter	A tiger is sitting	S3_null	A tiger is walking around a cage	S1_null	2.9	NEUTRAL	A_contradicts_B	B_neutral_A	a tiger is walking around his cage	a tiger walks around aimlessly	SEMEVAL	SEMEVAL	TRAIN
2599	S1S2_inter	A tiger is walking around aimlessly	S1_null	A tiger is pacing around a cage	S2_null	4.4	NEUTRAL	A_neutral_B	B_neutral_A	a tiger walks around aimlessly	a tiger is walking around his cage	SEMEVAL	SEMEVAL	TRAIN
2601	S1S1_inter	A tiger is walking around aimlessly	S1_null	A tiger is walking around a cage	S1_null	3.9	NEUTRAL	A_neutral_B	B_neutral_A	a tiger is walking around his cage	a tiger walks around aimlessly	SEMEVAL	SEMEVAL	TRAIN
2602	S1S2_intra	A monkey is brushing the dog	S1_null	The monkey is brushing the dog	S2_det	5.0	ENTAILMENT	A_entails_B	B_entails_A	a monkey brushes a dog	a monkey brushes a dog	SEMEVAL	SEMEVAL	TRAIN
2608	S1S3_inter	A monkey is brushing the dog	S1_null	The monkey is not brushing a bull dog	S3_null	3.2	CONTRADICTION	A_contradicts_B	B_contradicts_A	a monkey is brushing a bull dog	a monkey brushes a dog	SEMEVAL	SEMEVAL	TRAIN
2615	S1S2_intra	The lady is dicing onions	S2_lex	The woman is dicing onions	S1_null	5.0	ENTAILMENT	A_entails_B	B_entails_A	the woman is dicing onions	the woman is dicing onions	SEMEVAL	SEMEVAL	TRAIN
2619	S1S2_inter	The woman is dicing onions	S1_null	A woman is swiftly cutting an onion	S2_null	4.5	NEUTRAL	A_neutral_B	B_neutral_A	the woman is dicing onions	a woman is cutting an onion	SEMEVAL	SEMEVAL	TRAIN
2622	S1S2_intra	A man is wearing a hard hat and dancing	S1_null	A man is wearing a hat which is hard and is dancing	S2_expa	4.9	ENTAILMENT	A_entails_B	B_entails_A	a man wearing a hard hat is dancing	a man wearing a hard hat is dancing	SEMEVAL	SEMEVAL	TRAIN
2623	S1S3_intra	A man is wearing a hard hat and dancing	S1_null	A man is naked and standing still	S3_so	1.9	NEUTRAL	A_neutral_B	B_neutral_A	a man wearing a hard hat is dancing	a man wearing a hard hat is dancing	SEMEVAL	SEMEVAL	TRAIN
2625	S1S2_intra	A man with a hard hat is dancing	S1_null	The man with a hard hat is dancing	S2_det	4.9	ENTAILMENT	A_entails_B	B_entails_A	a man with a hard hat is dancing	a man with a hard hat is dancing	SEMEVAL	SEMEVAL	TRAIN
2626	S1S3_intra	There is no man with a hard hat dancing	S3_od	A man with a hard hat is dancing	S1_null	3.9	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man with a hard hat is dancing	a man with a hard hat is dancing	SEMEVAL	SEMEVAL	TRAIN
2627	S1S2_inter	The man with a hard hat is dancing	S2_null	A man is wearing a hard hat and dancing	S1_null	5.0	ENTAILMENT	A_entails_B	B_entails_A	a man with a hard hat is dancing	a man wearing a hard hat is dancing	SEMEVAL	SEMEVAL	TRAIN
2628	S1S3_inter	A man is wearing a hard hat and dancing	S1_null	There is no man with a hard hat dancing	S3_null	3.6	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man wearing a hard hat is dancing	a man with a hard hat is dancing	SEMEVAL	SEMEVAL	TRAIN
2630	S1S3_inter	A man is naked and standing still	S3_null	A man with a hard hat is dancing	S1_null	1.6	NEUTRAL	A_neutral_B	B_neutral_A	a man with a hard hat is dancing	a man wearing a hard hat is dancing	SEMEVAL	SEMEVAL	TRAIN
2632	S1S1_inter	A man is wearing a hard hat and dancing	S1_null	A man with a hard hat is dancing	S1_null	4.7	ENTAILMENT	A_entails_B	B_entails_A	a man wearing a hard hat is dancing	a man with a hard hat is dancing	SEMEVAL	SEMEVAL	TRAIN
2634	S1S3_intra	Two boys are studying	S3_so	Two boys are playing a video game	S1_null	2.6	NEUTRAL	A_neutral_B	B_neutral_A	two boys are playing a video game	two boys are playing a video game	SEMEVAL	SEMEVAL	TRAIN
2636	S1S3_intra	Two boys on a couch are reading a book	S3_so	Two boys on a couch are playing video games	S1_null	3.0	NEUTRAL	A_neutral_B	B_neutral_A	two boys on a couch are playing video games	two boys on a couch are playing video games	SEMEVAL	SEMEVAL	TRAIN
2637	S1S4_intra	Video games of two playing boys are on a couch	S4_ws	Two boys on a couch are playing video games	S1_null	3.9	NEUTRAL	A_neutral_B	B_neutral_A	two boys on a couch are playing video games	two boys on a couch are playing video games	SEMEVAL	SEMEVAL	TRAIN
2638	S1S2_inter	Two boys on a couch are playing games on the TV	S2_null	Two boys are playing a video game	S1_null	4.0	ENTAILMENT	A_entails_B	B_neutral_A	two boys on a couch are playing video games	two boys are playing a video game	SEMEVAL	SEMEVAL	TRAIN
2640	S1S4_inter	Video games of two playing boys are on a couch	S4_null	Two boys are playing a video game	S1_null	2.9	NEUTRAL	A_neutral_B	B_neutral_A	two boys are playing a video game	two boys on a couch are playing video games	SEMEVAL	SEMEVAL	TRAIN
2643	S1S1_inter	Two boys on a couch are playing video games	S1_null	Two boys are playing a video game	S1_null	4.3	ENTAILMENT	A_entails_B	B_neutral_A	two boys are playing a video game	two boys on a couch are playing video games	SEMEVAL	SEMEVAL	TRAIN
2650	S1S2_inter	The man is slicing vegetables	S1_null	A woman is cutting a potato	S2_null	3.0	NEUTRAL	A_neutral_B	B_neutral_A	a man is slicing vegetables	a woman is slicing a potato	SEMEVAL	SEMEVAL	TRAIN
2651	S1S3_inter	The man is slicing vegetables	S1_null	There is no woman slicing a potato	S3_null	2.5	NEUTRAL	A_neutral_B	B_neutral_A	a man is slicing vegetables	a woman is slicing a potato	SEMEVAL	SEMEVAL	TRAIN
2654	S1S3_intra	The lady is cracking an egg for the mixer	S1_null	The lady isn't cracking an egg for the mixer	S3_inv	2.9	CONTRADICTION	A_contradicts_B	B_contradicts_A	the lady cracked an egg for the mixer	the lady cracked an egg for the mixer	SEMEVAL	SEMEVAL	TRAIN
2655	S1S2_intra	The lady is carefully slicing up the meat	S2_aa	The lady is slicing up the meat	S1_null	4.3	ENTAILMENT	A_entails_B	B_neutral_A	the lady sliced up the meat	the lady sliced up the meat	SEMEVAL	SEMEVAL	TRAIN
2656	S1S3_intra	The lady is slicing up the meat	S1_null	The lady isn't slicing up the meat	S3_inv	4.1	CONTRADICTION	A_contradicts_B	B_contradicts_A	the lady sliced up the meat	the lady sliced up the meat	SEMEVAL	SEMEVAL	TRAIN
2657	S1S4_intra	The lady is eating slices of meat	S4_ws	The lady is slicing up the meat	S1_null	3.4	NEUTRAL	A_contradicts_B	B_neutral_A	the lady sliced up the meat	the lady sliced up the meat	SEMEVAL	SEMEVAL	TRAIN
2660	unrel	The lady is cracking an egg for the mixer	S1_null	The lady is eating slices of meat	S4_null	1.7	NEUTRAL	A_neutral_B	B_neutral_A	the lady sliced up the meat	the lady sliced up the meat	SEMEVAL	SEMEVAL	TRAIN
2664	S1S2_intra	Some ferrets are climbing down from a shelf	S2_det	Ferrets are climbing down from a shelf	S1_null	4.9	ENTAILMENT	A_entails_B	B_entails_A	ferrets climb down from a shelf	ferrets climb down from a shelf	SEMEVAL	SEMEVAL	TRAIN
2666	S1S2_intra	A few ferrets are climbing out of the cage	S2_det	Several ferrets are climbing out of the cage	S1_null	4.8	ENTAILMENT	A_entails_B	B_entails_A	several ferrets climb out of their cage	several ferrets climb out of their cage	SEMEVAL	SEMEVAL	TRAIN
2670	S1S2_inter	Some ferrets are climbing down from a shelf	S2_null	Several ferrets are climbing out of the cage	S1_null	3.7	NEUTRAL	A_neutral_B	B_neutral_A	several ferrets climb out of their cage	ferrets climb down from a shelf	SEMEVAL	SEMEVAL	TRAIN
2672	S1S1_inter	Ferrets are climbing down from a shelf	S1_null	Several ferrets are climbing out of the cage	S1_null	3.5	NEUTRAL	A_neutral_B	B_neutral_A	ferrets climb down from a shelf	several ferrets climb out of their cage	SEMEVAL	SEMEVAL	TRAIN
2673	S1S2_intra	A man is getting into an automobile	S2_lex	A man is getting into a car	S1_null	4.8	ENTAILMENT	A_entails_B	B_entails_A	a man is getting into a car	a man is getting into a car	SEMEVAL	SEMEVAL	TRAIN
2675	S1S2_intra	A man is hurriedly getting into a car in a garage	S2_aa	A man is getting into a car in a garage	S1_null	4.7	ENTAILMENT	A_entails_B	B_neutral_A	a man is getting into a car in a garage	a man is getting into a car in a garage	SEMEVAL	SEMEVAL	TRAIN
2680	S1S4_inter	A man is getting a garage for the car	S4_null	A man is getting into a car	S1_null	2.7	NEUTRAL	A_neutral_B	B_neutral_A	a man is getting into a car	a man is getting into a car in a garage	SEMEVAL	SEMEVAL	TRAIN
2682	S1S3_inter	A man is getting into a car in a garage	S1_null	A man is getting off the car	S3_null	3.0	NEUTRAL	A_contradicts_B	B_neutral_A	a man is getting into a car in a garage	a man is getting into a car	SEMEVAL	SEMEVAL	TRAIN
2684	S1S2_intra	A person is cutting a capsicum into pieces	S1_null	A capsicum is being cut into pieces by a person	S2_top	4.9	ENTAILMENT	A_entails_B	B_entails_A	a person is cutting a capsicum into pieces	a person is cutting a capsicum into pieces	SEMEVAL	SEMEVAL	TRAIN
2688	unrel	A person is cutting a capsicum into pieces	S1_null	One person is slicing a clove of garlic into pieces	S2_null	3.5	NEUTRAL	A_neutral_B	B_neutral_A	a person is cutting a capsicum into pieces	a person is slicing a garlic into pieces	SEMEVAL	SEMEVAL	TRAIN
2689	unrel	A person is cutting a capsicum into pieces	S1_null	The person is not slicing a clove of garlic into pieces	S3_null	3.5	ENTAILMENT	A_entails_B	B_neutral_A	a person is cutting a capsicum into pieces	a person is slicing a garlic into pieces	SEMEVAL	SEMEVAL	TRAIN
2691	unrel	Nobody is cutting a capsicum into pieces	S3_null	The person is slicing a clove of garlic into pieces	S1_null	3.1	NEUTRAL	A_neutral_B	B_neutral_A	a person is slicing a garlic into pieces	a person is cutting a capsicum into pieces	SEMEVAL	SEMEVAL	TRAIN
2692	unrel	The person is slicing a clove of garlic into pieces	S1_null	A person is cutting a capsicum into pieces	S1_null	3.1	NEUTRAL	A_neutral_B	B_neutral_A	a person is cutting a capsicum into pieces	a person is slicing a garlic into pieces	SEMEVAL	SEMEVAL	TRAIN
2696	S1S3_intra	There is no man singing and playing the guitar	S3_od	The man is singing and playing the guitar	S1_null	4.0	CONTRADICTION	A_contradicts_B	B_contradicts_A	the man is singing and playing the guitar	the man is singing and playing the guitar	SEMEVAL	SEMEVAL	TRAIN
2701	S1S1_inter	The man is singing and playing the guitar	S1_null	A man is playing a guitar	S1_null	4.3	ENTAILMENT	A_entails_B	B_neutral_A	a man is playing a guitar	the man is singing and playing the guitar	SEMEVAL	SEMEVAL	TRAIN
2702	S1S2_intra	The person is boiling noodles	S2_det	A person is boiling noodles	S1_null	5.0	ENTAILMENT	A_entails_B	B_entails_A	a person is boiling noodles	a person is boiling noodles	SEMEVAL	SEMEVAL	TRAIN
2703	S1S3_intra	A person is boiling noodles	S1_null	There is no person boiling noodles	S3_od	3.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	a person is boiling noodles	a person is boiling noodles	SEMEVAL	SEMEVAL	TRAIN
2705	S1S3_intra	A woman is drying noodles	S3_so	A woman is boiling noodles in water	S1_null	3.3	NEUTRAL	A_neutral_B	B_neutral_A	a woman is boiling noodles in water	a woman is boiling noodles in water	SEMEVAL	SEMEVAL	TRAIN
2707	S1S3_inter	A woman is drying noodles	S3_null	A person is boiling noodles	S1_null	3.4	NEUTRAL	A_neutral_B	B_neutral_A	a person is boiling noodles	a woman is boiling noodles in water	SEMEVAL	SEMEVAL	TRAIN
2708	S1S2_inter	A woman is boiling noodles in water	S1_null	The person is boiling noodles	S2_null	4.6	ENTAILMENT	A_entails_B	B_neutral_A	a woman is boiling noodles in water	a person is boiling noodles	SEMEVAL	SEMEVAL	TRAIN
2709	S1S3_inter	There is no person boiling noodles	S3_null	A woman is boiling noodles in water	S1_null	2.9	CONTRADICTION	A_contradicts_B	B_contradicts_A	a woman is boiling noodles in water	a person is boiling noodles	SEMEVAL	SEMEVAL	TRAIN
2710	S1S1_inter	A woman is boiling noodles in water	S1_null	A person is boiling noodles	S1_null	4.3	ENTAILMENT	A_entails_B	B_neutral_A	a person is boiling noodles	a woman is boiling noodles in water	SEMEVAL	SEMEVAL	TRAIN
2711	S1S2_intra	A karate practitioner is kicking at another man who is wearing protective boxing gloves	S1_null	A karate practitioner is kicking at another man who is wearing protective gloves for boxing	S2_expc	4.8	ENTAILMENT	A_entails_B	B_entails_A	a man is karate kicking at another man wearing protective boxing gloves	a man is karate kicking at another man wearing protective boxing gloves	SEMEVAL	SEMEVAL	TRAIN
2713	S1S2_intra	The man is clumsily kick boxing with a trainer	S2_aa	The man is kick boxing with a trainer	S1_null	4.5	ENTAILMENT	A_entails_B	B_neutral_A	a man is kick boxing with a trainer	a man is kick boxing with a trainer	SEMEVAL	SEMEVAL	TRAIN
2714	S1S3_intra	The man is not kick boxing with a trainer	S3_inv	The man is kick boxing with a trainer	S1_null	3.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man is kick boxing with a trainer	a man is kick boxing with a trainer	SEMEVAL	SEMEVAL	TRAIN
2715	S1S4_intra	The man is kicking a boxing trainer	S4_ws	The man is kick boxing with a trainer	S1_null	3.65	ENTAILMENT	A_entails_B	B_neutral_A	a man is kick boxing with a trainer	a man is kick boxing with a trainer	SEMEVAL	SEMEVAL	TRAIN
2716	S1S2_inter	The man is clumsily kick boxing with a trainer	S2_null	A karate practitioner is kicking at another man who is wearing protective boxing gloves	S1_null	2.8	NEUTRAL	A_neutral_B	B_neutral_A	a man is karate kicking at another man wearing protective boxing gloves	a man is kick boxing with a trainer	SEMEVAL	SEMEVAL	TRAIN
2718	S1S4_inter	The man is kicking a boxing trainer	S4_null	A karate practitioner is kicking at another man who is wearing protective boxing gloves	S1_null	4.2	NEUTRAL	A_neutral_B	B_neutral_A	a man is kick boxing with a trainer	a man is karate kicking at another man wearing protective boxing gloves	SEMEVAL	SEMEVAL	TRAIN
2724	S1S2_intra	A woman on a boulder is lying on a blanket and reading a book	S2_lex	A woman on a rock is lying on a blanket and reading a book	S1_null	4.615	ENTAILMENT	A_entails_B	B_neutral_A	a woman is lying on a blanket on a rock and reading a book	a woman is lying on a blanket on a rock and reading a book	SEMEVAL	SEMEVAL	TRAIN
2728	unrel	A seated woman is singing a song and playing the guitar	S1_null	A woman on a rock is standing and looking around	S3_null	1.7	NEUTRAL	A_neutral_B	B_neutral_A	a woman seated is singing a song and playing the guitar too	a woman is lying on a blanket on a rock and reading a book	SEMEVAL	SEMEVAL	TRAIN
2730	unrel	A woman on a rock is lying on a blanket and reading a book	S1_null	A woman, who is seated, is singing a song and playing the guitar	S2_null	1.8	NEUTRAL	A_neutral_B	B_contradicts_A	a woman is lying on a blanket on a rock and reading a book	a woman seated is singing a song and playing the guitar too	SEMEVAL	SEMEVAL	TRAIN
