neutral	The woman is playing an electric guitar	A man is playing an acoustic guitar
entailment	The woman is cracking eggs into a bowl	Eggs are being cracked into a bowl by the woman
entailment	The lady is breaking eggs that are raw into a bowl	The woman is cracking eggs into a bowl
entailment	A soccer player is scoring a goal	A player of soccer is scoring a goal
neutral	A soccer player is scoring a goal	A soccer player is missing a goal
contradiction	Soccer players are kicking a soccer ball into the goal	There are no soccer players kicking a soccer ball into the goal
neutral	Some people who play soccer are kicking a soccer ball into the goal	A soccer player is scoring a goal
contradiction	A soccer player is scoring a goal	There are no soccer players kicking a soccer ball into the goal
entailment	A player of soccer is scoring a goal	Soccer players are kicking a soccer ball into the goal
neutral	Soccer players are kicking a soccer ball into the goal	A soccer player is missing a goal
contradiction	A man and a woman are eating	A man and a woman are not eating
contradiction	A man and woman are talking	A man and a woman are silent
neutral	A man and a woman are eating	A man and a woman are having a conversation
neutral	A man and a woman are silent	A man and a woman are eating
neutral	A man and a woman are eating	A man and woman are talking
contradiction	There is no person pouring olive oil into a pot on the stove	A person is pouring olive oil into a pot on the stove
entailment	A person is pouring olive oil into a pot on the stove	A person is pouring oil for cooking into a pot
neutral	A person is cleaning a pot of cooking oil	A person is pouring olive oil into a pot on the stove
entailment	A person is pouring oil made with olives into a pot on the stove	A person is pouring cooking oil into a pot
neutral	There is no person pouring olive oil into a pot on the stove	A person is pouring cooking oil into a pot
neutral	A person is pouring cooking oil into a pot	A person is pouring olive oil into the stove from a pot
entailment	A person is pouring olive oil into a pot on the stove	A person is pouring cooking oil into a pot
contradiction	The woman is not walking the dog	The woman is walking the dog
entailment	A woman is walking the dog down the street	The dog is being walked by the woman
neutral	The woman is walking the dog	A woman is restraining the dog
entailment	A woman is walking the dog down the street	The woman is walking the dog
entailment	A guinea pig is devouring a carrot	A guinea pig is eating a carrot
contradiction	A small guinea pig is gnawing and eating a piece of carrot on the floor	There is no small guinea pig gnawing and eating a piece of carrot on the floor
entailment	A small guinea pig is gnawing and eating a piece of carrot on the floor	A guinea pig is eating a carrot
neutral	A man is slicing a carrot with a knife	A man is putting away a carrot
entailment	The woman is slicing an onion	An onion is being sliced by the woman
neutral	An onion is being sliced by the woman	A man is slicing a carrot with a knife
neutral	A man is slicing a carrot with a knife	The woman is not slicing an onion
entailment	The plane is landing	A plane is landing
entailment	A cartoon airplane is landing	An animated airplane is landing
entailment	A cartoon airplane is landing	A plane is landing
entailment	An animated airplane is landing	The plane is landing
entailment	An animated airplane is landing	A plane is landing
contradiction	A woman is preparing an egg in a skillet	There is no woman preparing an egg in a skillet
neutral	A woman is preparing a skillet for the eggs	A woman is preparing an egg in a skillet
neutral	A woman is carefully pouring a mixture into a bowl and mixing it	A woman is preparing an egg in a skillet
entailment	The girl is using an eye pencil on her eyelid	The girl is using a pencil for the eyes on her eyelid
contradiction	The girl is using an eye pencil on her eyelid	The girl is not using an eye pencil on her eyelid
contradiction	There is no girl playing the piano	A girl is playing the piano
entailment	A girl, who is little, is playing a grand piano on stage	A little girl is playing a grand piano on stage
neutral	A little girl is playing a grand piano on stage	A little girl is walking off the stage
entailment	A little girl is playing a grand piano on stage	A girl is playing the piano
entailment	The woman is cooking eggs	A woman is cooking eggs
contradiction	The woman is not cooking something	A woman is cooking eggs
entailment	The woman is cooking eggs	The woman is cooking something
entailment	A woman is cooking eggs	The woman is cooking something
entailment	Some cats are playing with each other	The cats are playing with each other
entailment	Two cats are playfully fighting each other	Two cats are fighting each other
neutral	Two cats are lying together	Two cats are fighting each other
neutral	Some cats are playing with each other	Two cats are fighting each other
neutral	The cats are not playing with each other	Two cats are fighting each other
neutral	Two cats are fighting each other	The cats are playing with each other
entailment	Two bikes are being ridden by two people	Two people are riding a bike
contradiction	Nobody is riding a bike	Two people are riding a bike
entailment	Two people are riding a motorcycle	Two people are driving a motorcycle
neutral	Two people are riding a bike	Two people are driving a motorcycle
entailment	Two people are stopping on a motorcycle	Two people are riding a bike
neutral	Two people are riding a motorcycle	Nobody is riding a bike
entailment	The man is riding a mechanical bull	The man is riding a bull which is mechanical
contradiction	The man is not riding a mechanical bull	The man is riding a mechanical bull
contradiction	There is no man riding a mechanical bull	The man is riding a mechanical bull
entailment	A woman is skillfully playing a flute	A woman is playing a flute
entailment	The woman is playing the flute	The flute is being played by the woman
entailment	The man is lifting barbells	A man is lifting barbells
neutral	The man is lifting barbells	The man is lowering barbells
entailment	The man is lifting barbells	Weights are being lifted by the man
entailment	A man is lifting barbells	The man is lifting weights
entailment	A man is chopping down a tree with an axe	A person is chopping down a tree with an axe
neutral	A man is chopping down a tree with an axe	A person is planting a tree
entailment	A tree is being cut by a man with an axe	A man is chopping down a tree with an axe
entailment	A man is cutting a tree with an axe	A person is chopping down a tree with an axe
entailment	A man is cutting a tree with an axe	A man is chopping down a tree with an axe
entailment	A girl is applying makeup to her face	The girl is applying makeup to her face
contradiction	A girl is applying makeup to her face	There is no girl applying makeup to her face
entailment	A lady is putting on makeup	A woman is putting on makeup
contradiction	A girl is applying makeup to her face	There is no woman putting on makeup
neutral	There is no girl applying makeup to her face	A woman is putting on makeup
neutral	A girl is applying makeup to her face	A woman is putting on makeup
entailment	A herd of deer is crossing the street	One herd of deer is crossing the street
neutral	A herd of deer is crossing the street	A herd of deer is stopping at the street
entailment	The herd of caribous is crossing a road quickly	The herd of caribous is crossing a road
contradiction	The herd of caribous is crossing a road	The herd of caribous is not crossing a road
neutral	The herd of caribous is crossing a road	A herd of deer is stopping at the street
entailment	A woman is slicing an onion	An onion is being sliced by a woman
neutral	The woman is dicing a carrot	A woman is slicing an onion
neutral	The woman is cutting a carrot	There is no woman slicing an onion
entailment	Two men are fighting in a cattle pen	Two men are fighting in a pen for cattle
entailment	Two men are fighting in a cow pasture	Two men are fighting in a pasture for cows
contradiction	Two men are fighting in a cow pasture	Nobody is fighting in a cow pasture
neutral	Two men are fighting in a cow pasture	Two cows are fighting in a pasture by a man
neutral	Two men are fighting in a cattle pen	Nobody is fighting in a cow pasture
neutral	Two men are fighting in a cow pasture	Two men are fighting in a pen for cattle
neutral	Two men are fighting in a cow pasture	Two men are fighting in a cattle pen
neutral	There is no woman penciling on eyeshadow	A woman is putting cosmetics on her eyelid
entailment	The woman is penciling on eyeshadow	A woman is applying cosmetics to her eyelid
entailment	A man is eating a banana	A banana is being eaten by a man
entailment	The man is absently eating a banana by a tree	The man is eating a banana by a tree
contradiction	The man is not eating a banana by a tree	The man is eating a banana by a tree
entailment	The man is absently eating a banana by a tree	A man is eating a banana
neutral	A man is eating a banana	The man is not eating a banana by a tree
entailment	The man is eating a banana by a tree	A banana is being eaten by a man
entailment	A big green ball is knocking a potato	A ball, which is green and big, is knocking a potato
neutral	A big potato is knocking a green ball	A big green ball is knocking a potato
entailment	A large green colored ball is hitting a potato	A big green ball is knocking a potato
neutral	A big green ball is knocking a potato	A large green ball is missing a potato
entailment	A ball, which is green and big, is knocking a potato	A large green ball is hitting a potato
entailment	A large green ball is hitting a potato	A big green ball is knocking a potato
neutral	Different teams are playing football on a field	Different teams are resting on a field
entailment	Different teams are playing football on a field	Different football players are teaming on a field
entailment	Two teams are enthusiastically playing soccer	Different teams are playing football on a field
neutral	Different teams are playing football on a field	There is no team playing soccer
neutral	Two teams are playing soccer	Different teams are resting on a field
neutral	Two teams are playing soccer	Different football players are teaming on a field
entailment	A boy is comfortably sitting in a room and playing a piano by a lamp	A boy is sitting in a room and playing a piano by lamp light
neutral	A boy is standing in a room by a lamp light	A boy is sitting in a room and playing a piano by lamp light
neutral	A boy is practicing the keyboard	A boy is sitting in a room and playing a piano by lamp light
entailment	A boy is sitting in a room and playing a piano by lamp light	A boy is playing a keyboard
entailment	A woman is playing an electric guitar	A woman is playing a guitar which is electric
contradiction	There is no woman playing an electric guitar	A woman is playing an electric guitar
contradiction	There is no man in a suit standing at a microphone and singing	A man in a suit is standing at a microphone and singing
contradiction	The man on stage is singing into the microphone	The man on stage isn't singing into the microphone
neutral	The man on stage isn't singing into the microphone	A man in a suit is standing at a microphone and singing
entailment	A man in a suit is standing at a microphone and singing	The man on stage is singing into the microphone
entailment	Some teenage girls are dancing for the camera	Some girls in their teens are dancing for the camera
neutral	Some teenage girls are dancing for the camera	Some teenage girls are standing still in front of the camera
neutral	Three teenage girls are dancing in the room	Three teenage girls are idling in the room
neutral	Three young girls are dancing in the room	Some teenage girls are dancing for the camera
neutral	Three teenage girls are dancing in the room	Some teenage girls are standing still in front of the camera
entailment	A few children are jumping on a trampoline	Some children are jumping on a trampoline
contradiction	Two boy are playing on a trampoline	Nobody is playing on a trampoline
neutral	Some children are jumping off a trampoline	Two boy are playing on a trampoline
contradiction	The dog is playing with a plastic container	The puppy is not playing with a plastic container
entailment	The puppy is playing with a plastic container	The dog is playing with a plastic container
entailment	A man is athletically jumping a wall	A man is jumping a wall
neutral	A man is jumping a wall	A man is standing in front of a wall
neutral	A man is jumping a wall	A man is jumping onto a wall which is low
entailment	A man is jumping off a low wall	A man is jumping a wall
neutral	A man is jumping onto a low wall	A man is standing in front of a wall
neutral	A man is jumping onto a low wall	A man is jumping a wall
contradiction	A man is pouring oil into a skillet	A man is taking the oil out off a skillet
entailment	A man is pouring oil into a pan	A man is pouring oil into a skillet
entailment	A man is talking to the woman who is seated beside him and is driving a car	A woman is driving a car and is talking to the man who is seated beside her
entailment	A woman is driving a car and is talking to the man who is seated beside her	The woman and the man are travelling by automobile
entailment	There is no woman driving a car and talking to the man seated beside her	The woman and the man are travelling by car
entailment	A man is talking to the woman who is seated beside him and is driving a car	The woman and the man are travelling by car
entailment	The person is brushing a cat	A person is brushing a cat
contradiction	A person is brushing a cat	Nobody is brushing a cat
entailment	A person is combing the fur of a cat	The fur of a cat is being combed by a person
entailment	A person is brushing a cat	A person is combing the fur of a cat
neutral	A woman is chopping broccoli	A woman is storing broccoli
neutral	A woman is chopping broccoli	The woman is not chopping garlic
entailment	Three men are dancing	A few men are dancing
contradiction	Three men are dancing	The men are not dancing
neutral	Some women are dancing	The men are not dancing
neutral	Three men are dancing	Some women are dancing
neutral	A man is flooring a sitting guitar player	A man is sitting on the floor and is playing a guitar
neutral	The man is pacing around a room	A man is sitting on the floor in a room and strumming a guitar
contradiction	There is no man eating some food	A man is eating some food
entailment	The man is eating	The person is eating
contradiction	A man is eating some food	The man is fasting
contradiction	There is no woman using an eye pencil and applying eye liner to her eyelid	A woman is using an eye pencil and is applying eye liner to her eyelid
entailment	A woman is using an eye pencil and is applying eye liner to her eyelid	A woman is applying cosmetics to her eyelid
entailment	A baby is sneezing and scaring another baby	A baby is sneezing and frightening another baby
neutral	A baby is sneezing and scaring another baby	A baby is cheering another baby
neutral	A baby is crawling happily	A baby is cheering another baby
neutral	A baby is sitting	A baby is sneezing and scaring another baby
contradiction	The monkey isn't practicing martial arts	The monkey is practicing martial arts
neutral	A man is performing tricks with a soccer ball	A man is running away from the soccer ball
neutral	A man is performing tricks with a soccer ball	A man is powerfully kicking a soccer ball
entailment	A man is cutting a box	A box is being cut by a man
contradiction	A man is cutting a box	There is no man cutting a box
entailment	The man is cutting the tape on the box	A man is cutting the tape on the box
neutral	A man is cutting the tape on the box	A man is cutting a box
neutral	The man is not cutting the tape on the box	A man is cutting a box
neutral	A box is being cut by a man	The man is cutting the tape on the box
neutral	The man is cutting the tape on the box	There is no man cutting a box
neutral	A man is cutting a box	The man is cutting the tape on the box
contradiction	There is no young boy playing a wind instrument	A young boy is playing a wind instrument
entailment	A man is slowly trekking in the woods	The man is hiking in the woods
entailment	A woman is slicing a carrot	A woman is cutting a carrot
neutral	A woman is putting away a carrot	A woman is slicing a carrot
neutral	A woman is slicing a carrot	There is no man slicing a tomato
entailment	The woman is stirring meat in a bowl	A lady is mixing a mixture of meat in a bowl
contradiction	The woman is stirring meat in a bowl	There is no lady mixing a meat mixture in a bowl
entailment	A lady is mixing a meat mixture in a bowl	The woman is stirring meat in a bowl
entailment	A lemon is being squeezed by a woman	A woman is squeezing a lemon
contradiction	There is no woman squeezing juice out of a lemon	A woman is squeezing a lemon
neutral	A kitten is getting bored	A kitten is playing with a blue rope toy
entailment	The little cat is playing with a toy	The kitten is playing with a toy
contradiction	A kitten is playing with a blue rope toy	The kitten is not playing with a toy
entailment	A kitten is playing with a toy made of blue rope	The kitten is playing with a toy
entailment	A boy is fearfully walking across a bridge	A boy is walking across a bridge
entailment	A man is walking slowly across a rope bridge	A man is walking slowly across a bridge made of rope
neutral	A man is being stopped on a rope bridge	A man is walking slowly across a rope bridge
neutral	A man is walking slowly across a rope bridge	A boy is fearfully walking across a bridge
neutral	There is no boy walking across a bridge	A man is walking slowly across a rope bridge
entailment	A boy is hanging a fishing rod and running in front of a fish 	A boy is hanging a rod for fishing and running in front of a fish
neutral	A boy is running away from the fishing line	A young man is running away from the fishing line
neutral	A boy is running away from the fishing line	A boy is hanging a fishing rod and running in front of a fish 
neutral	An animal is resting	An animal is running in circles
neutral	A squirrel is running in circles	An animal is running tiredly in circles
entailment	A woman is boiling eggs	Eggs are being boiled by a woman
neutral	A woman is putting two eggs into a pot of water	A woman is boiling eggs
neutral	A woman is taking two eggs out of a pot of water	A woman is boiling eggs
neutral	Eggs are being boiled by a woman	A woman is placing two eggs into a pot of water
neutral	A woman is placing two eggs into a pot of water	A woman is drying eggs
entailment	A woman is placing two eggs into a pot of water	A woman is boiling eggs
entailment	A man is playing the guitar	The man is playing the guitar
neutral	A man is playing the guitar	A man is dropping the guitar
entailment	A man is playing the guitar	A guitar is being played by a man
contradiction	A man is playing the guitar	Nobody is playing the guitar
neutral	The soccer player is not kicking the ball between somebody's legs	A person is kicking a soccer ball between their feet
entailment	The soccer player is kicking the ball between somebody's legs	A person is kicking a ball for a soccer game between somebody's feet
contradiction	There is no person kicking a soccer ball between somebody's feet	The soccer player is kicking the ball between somebody's legs
neutral	The soccer player is kicking the ball between somebody's legs	A person is kicking a soccer ball between their feet
entailment	The boy, who is young, is running through the ocean waves	The young boy is running through the ocean waves
contradiction	The young boy is running through the ocean waves	The young boy is not running through the ocean waves
entailment	The boy, who is young, is running through the ocean waves	A child is running in and out of the ocean waves
neutral	A child is running in and out of the ocean waves	The young boy is not running through the ocean waves
entailment	The young boy is running through the ocean waves	A child is running in and out of the waves of the ocean
entailment	The young boy is running through the ocean waves	A child is running in and out of the ocean waves
entailment	A woman is coating a pork chop	A cook is coating a pork chop
contradiction	A woman is coating a pork chop	There is no woman coating a pork chop
entailment	A woman is grating carrots	Carrots are being grated by a woman
neutral	A woman is grating carrots	A woman is coating a pork chop
entailment	The man and woman are strolling	The man and woman are walking
contradiction	The man and woman are not walking	The man and woman are walking
neutral	A man and a woman are standing still in the woods	The man and woman are walking
entailment	A man is walking a woman through the woods	The man and woman are walking
neutral	The south African plane is not flying in a blue sky	An airplane is flying through the air
neutral	The south African plane is flying in a blue sky	An airplane is being stationed on the ground
entailment	The south African plane is flying in a blue sky	An airplane is flying through the air
contradiction	There is no woman cooking a breaded pork chop	A woman is cooking a breaded pork chop
neutral	The woman is chopping some bread and fried pork	The woman is frying a breaded pork chop
neutral	A woman is cooking a breaded pork chop	The woman is not frying a breaded pork chop
contradiction	There is no woman cooking a breaded pork chop	The woman is frying a breaded pork chop
entailment	The woman is frying a breaded pork chop	A woman is cooking a breaded pork chop
neutral	The man is slicing bread	The man is putting away the bread
contradiction	The woman is slicing herbs	The woman is not slicing herbs
neutral	The man is slicing bread	A woman is slicing herbs
neutral	Bread is being sliced by the man	The woman is slicing herbs
neutral	A man is standing on a roof	A man is dancing on a roof 
neutral	A top violin player is standing on the roof over a man	A man is standing on a roof top and playing a violin
neutral	A man is standing on the top of a roof and playing a violin	A man is dancing on a roof 
neutral	A man is dancing on a roof 	A top violin player is standing on the roof over a man
entailment	A man is standing on a roof top and playing a violin	A man is standing on a roof
neutral	A man is dancing on a roof 	A man is standing on a roof top and playing a violin
neutral	Someone is writing	Someone is typing
contradiction	There is no one typing	Someone is typing
neutral	Someone is putting away a keyboard	Someone is typing on a keyboard
neutral	Someone is typing	Someone is putting away a keyboard
contradiction	There is no one typing	Someone is typing on a keyboard
entailment	A potato is being peeled by a woman	A woman is peeling a potato
entailment	Someone is cleaning an animal	Someone is cleansing an animal
contradiction	Someone is cleaning an animal	Someone is dirtying an animal
entailment	A woman is cleaning a shrimp	Someone is cleansing an animal
neutral	Someone is dirtying an animal	A woman is cleaning a shrimp
entailment	The woman is cleaning a shrimp	Someone is cleaning an animal
neutral	There is no woman cleaning a shrimp	Someone is cleaning an animal
entailment	A woman is cleaning a shrimp	Someone is cleaning an animal
contradiction	There is no woman riding a water scooter	A woman is riding a water scooter
neutral	A woman is riding a water scooter	A woman is riding a scooter towards the water
entailment	The boy is speedily riding a tricycle	The boy is riding a tricycle
neutral	The boy is speedily riding a tricycle	A woman is riding a water scooter
neutral	The boy is riding a tricycle	A woman is riding a scooter towards the water
contradiction	There is no panda bear eating some bamboo	A panda bear is eating some bamboo
entailment	One panda is eating a bamboo cane	The panda is eating bamboo
contradiction	A panda bear is eating some bamboo	The panda is not eating bamboo
entailment	The woman is stirring eggs in a bowl	The lady is stirring eggs in a bowl
contradiction	The woman is stirring eggs in a bowl	The woman isn't stirring eggs in a bowl
neutral	Someone is beating an egg	The lady is stirring eggs in a bowl
contradiction	Nobody is beating an egg	The woman is stirring eggs in a bowl
contradiction	A person is unfolding a tortilla	A person is folding a tortilla
neutral	A person is unfolding a tortilla	A man is folding a tortilla
entailment	The man is catching a fish	A man is catching a fish
neutral	A man is freeing a fish	A man is catching a fish
neutral	A big fish is catching a man	A man is catching a fish
entailment	A woman is carefully deboning a fish	A woman is deboning a fish
neutral	A woman is carefully deboning a fish	A man is catching a fish
neutral	The man is catching a fish	A woman is deboning a fish
entailment	A man is playing a harp	The man is playing a harp
neutral	A man is playing a harp	A man is harping on about a play
neutral	A man is packing a violin	A man is playing a violin
neutral	A man is playing a harp	A violin is being played by a man
neutral	A man is packing a violin	A man is playing a harp
neutral	The man is playing a harp	A man is playing a violin
neutral	A man is playing a violin	A man is playing a harp
entailment	A person is wiping butter on a tray	A person is spreading butter on a tray
neutral	A person is wiping butter on a tray	A person is removing the butter from a tray
entailment	A person is buttering a tray	A person is spreading butter on a tray
neutral	A person is removing the butter from a tray	A person is buttering a tray
contradiction	A person is wiping butter on a tray	There is no person buttering a tray
neutral	A woman is receiving volleyballs	A woman is serving volleyballs over a net
entailment	A woman is being handed volleyballs by another woman	One woman is handing volleyballs to another woman
neutral	One woman is handing volleyballs to another woman	A woman is throwing volleyballs over a net
entailment	One man is chopping a log with an axe	A man is chopping a log with an axe
contradiction	A man is chopping a log with an axe	There is no man chopping a log with an axe
entailment	The man is chopping the trunk of a tree with an axe	The man is chopping a tree trunk with an axe
contradiction	The man is not chopping a tree trunk with an axe	The man is chopping a tree trunk with an axe
entailment	A man is strumming a guitar	A man is playing a guitar
entailment	The man is thinking	A man is thinking
contradiction	A man is thinking	There is no man thinking
neutral	A man is thinking	A man is dancing
entailment	A cat with a white coat, perched on a small wooden cabinet, is looking outside the window	A white cat perched on a small wooden cabinet is looking outside the window
contradiction	The cat perched on the table isn't looking out the window	The cat perched on the table is looking out the window
entailment	A white cat perched on a small wooden cabinet is looking outside the window	The cat perched on the table is looking curiously out the window
neutral	A white cat perched on a small wooden cabinet is looking outside the window	The cat perched on the table isn't looking out the window
entailment	A white cat perched on a small wooden cabinet is looking outside the window	The cat is looking out the window at the table on the perch
neutral	The cat perched on the table is looking out the window	Someone on a perch is looking at a small wooden cat that is on a white cabinet outside the window 
neutral	A white cat perched on a small wooden cabinet is looking outside the window	The cat perched on the table is looking out the window
neutral	A dog is licking a baby	A baby is licking a dog
entailment	A woman is slicing garlic	A woman is chopping up garlic
contradiction	The woman is not dicing garlic	The woman is dicing garlic
entailment	A woman is chopping up garlic	Garlic is being diced by the woman
entailment	The woman is dicing garlic	A woman is slicing garlic
neutral	A woman is putting away the garlic	The woman is dicing garlic
entailment	A woman is chopping up garlic	The woman is dicing garlic
contradiction	A woman is dancing	There is no woman dancing
contradiction	The man is not dancing	The man is dancing
neutral	The man is wildly dancing	A woman is dancing
neutral	The person is not writing with a pencil	A person is writing
neutral	The writing is about a person penciling	A person is writing
entailment	The person is writing with a pencil	The person is writing
entailment	Somebody is boiling okra in a pot	Someone is boiling okra in a pot
neutral	Someone is taking the okra out of a pot	Someone is boiling okra in a pot
contradiction	Nobody is cooking okra in a pan	Someone is cooking okra in a pan
neutral	Someone is boiling okra in a pot	Okra is being cooked in a pan
neutral	Nobody is cooking okra in a pan	Someone is boiling okra in a pot
neutral	Someone is taking the okra out of a pot	Someone is cooking okra in a pan
neutral	Someone is being boiled with okra in a pot	Someone is cooking okra in a pan
neutral	Someone is boiling okra in a pot	Someone is cooking okra in a pan
entailment	The man is dancing	A man is dancing
neutral	A man is talking	A man is dancing
neutral	There is no man speaking	A man is dancing
neutral	A man is dancing	A man is speaking
contradiction	A squirrel is spinning around in circles	There is no squirrel spinning around in circles
contradiction	A squirrel is lying down	A squirrel is running around in circles
entailment	A squirrel is crazily spinning around in circles	A squirrel is running around in circles
contradiction	Paper is being cut with scissors	There is no paper being cut with scissors
neutral	Paper is being cut with scissors	Paper and scissors both cut
entailment	The piece of paper is being cut	Some paper is being cut
contradiction	The piece of paper is not being cut	The piece of paper is being cut
entailment	Some paper is being cut	Paper is being cut with scissors
entailment	Someone is cutting some paper with scissors	The piece of paper is being cut
neutral	The piece of paper is being cut	There is no paper being cut with scissors
entailment	Paper is being cut with scissors	The piece of paper is being cut
neutral	A man is putting down the flute	A man is playing a flute
entailment	The man is skillfully playing the guitar	The man is playing a guitar
neutral	The man is skillfully playing the guitar	A man is playing a flute
entailment	A man is playing a flute	The man is not playing the guitar
neutral	A man is putting down the flute	The man is playing a guitar
entailment	A man is playing the drums	The drums are being played by a man
neutral	A man is playing the drums	A man is disassembling the drum
entailment	A man is playing the drums	A man is playing the drum
neutral	The man is doing floor exercises	A man is lazing
entailment	The man is doing floor exercises	A man is doing exercises
contradiction	A monkey is riding a bike	There is no monkey riding a bike
neutral	A bike is being ridden over a monkey	A man is riding a bicycle
neutral	A monkey is riding a bike	A man is riding a bicycle
neutral	Some fish are swimming	The fish are immobile
contradiction	The fish are immobile	A fish is swimming
entailment	Some fish are swimming	A fish is swimming
entailment	A woman is clumsily putting meat in a pan	A woman is putting meat in a pan
contradiction	The meat is being dropped into a pan	The meat is not being dropped into a pan
entailment	A woman is putting meat in a pan	Someone is dropping the meat into a pan
neutral	A woman is putting meat in a pan	The meat is not being dropped into a pan
neutral	The meat is being dropped into a pan	There is no woman putting meat in a pan
entailment	A man is holding a frog	A person is holding a frog
contradiction	The woman is handling a frog	The woman is not handling a frog
neutral	A man is holding a frog	A frog is being handled by the woman
neutral	The woman is not handling a frog	A man is holding a frog
neutral	A man is holding a frog	The woman is handling a frog
neutral	Four young men are standing still and a car is exploding behind them	Four young men are exploding and a car is standing still behind them
entailment	The boys are standing in front of the car, which is burning	The boys are standing in front of the burning car
neutral	The boys are standing in front of the burning car	The boys are standing and burning a car
neutral	The boys are standing in front of the car, which is burning	Four young men are standing still and a car is exploding behind them
neutral	Four young men are standing still and a car is exploding behind them	The boys are not standing in front of the burning car
neutral	The boys are standing in front of the burning car	Some young men are standing still and a car is exploding behind them
contradiction	There is no boy filling a pitcher with water	A boy is filling a pitcher with water
entailment	A man and a woman are walking nicely	A man and a woman are walking
entailment	A man is strolling in the rain	A man is walking in the rain
contradiction	There is no man walking in the rain	A man is walking in the rain
neutral	A man and a woman are walking	There is no man walking in the rain
neutral	A man and a woman are walking	It is raining on a walking man
neutral	Men are running a race	Some racers are running down a track
neutral	Runners are racing down a track	Men are running a race
neutral	Some men are running a race	Racers are running down a track
neutral	Racers are running down a track	Some men are resting
neutral	Men are running a race	Racers are running down a track
contradiction	The men are packing suitcases into the trunk of a car	The men are not packing suitcases into the trunk of a car
neutral	The men are packing suitcases into the trunk of a car	The men are in the suitcases that are being packed in the trunk of a car
entailment	The men are carefully putting suitcases into the trunk of a car	The men are putting suitcases into the trunk of a car
contradiction	The men are not putting suitcases into the trunk of a car 	The men are putting suitcases into the trunk of a car
entailment	The men are carefully putting suitcases into the trunk of a car	The men are packing suitcases into the trunk of a car
contradiction	The men are not putting suitcases into the trunk of a car 	The men are packing suitcases into the trunk of a car
entailment	The men are putting suitcases into the trunk of a car	The men are placing suitcases in the trunk of a car
contradiction	The men are putting suitcases into the trunk of a car	The men are not packing suitcases into the trunk of a car
neutral	The men are in the suitcases that are being packed in the trunk of a car	The men are putting suitcases into the trunk of a car
entailment	A woman is putting on eyeshadow	Eyeshadow is being put on by a woman
entailment	A woman is putting make-up on	The woman is putting make-up on
contradiction	A woman is putting make-up on	The woman is removing make-up
entailment	A woman is putting on eyeshadow	The woman is putting make-up on
entailment	Eyeshadow is being put on by a woman	A woman is putting make-up on
entailment	A woman is putting on eyeshadow	A woman is putting make-up on
entailment	A toy train is striking a toy car	A toy train is hitting a toy car
entailment	The person is peeling an onion	A person is peeling an onion
contradiction	A person is peeling an onion	There is no person peeling an onion
contradiction	The person is slicing onions	The person is peeling an onion
neutral	The person is slicing onions	A person is peeling an onion
neutral	Several swimmers are dashing into the water	Several swimmers are jumping into the water
neutral	Some racers are swimming in a lake	Several swimmers are jumping into the water
neutral	Several swimmers are dashing into the water	Swimmers are racing in a lake
neutral	Swimmers are racing in a lake	Several jumpers are swimming in the water
neutral	Several swimmers are jumping into the water	Swimmers are racing in a lake
contradiction	A man is putting down the guitar	A man is playing a guitar
entailment	A woman is playing a guitar	A guitar is being played by a woman
neutral	There is no woman playing a guitar	A man is playing a guitar
neutral	A man is putting down the guitar	A woman is playing a guitar
entailment	A boy is looking at a calendar	A boy is staring at a calendar
contradiction	A boy is looking at a calendar	There is no boy looking at a calendar
entailment	The boy is studying a calendar	A boy is studying a calendar
neutral	A boy is shredding a calendar	A boy is studying a calendar
neutral	A boy is looking at a calendar	A boy is shredding a calendar
entailment	A boy is studying a calendar	A boy is staring at a calendar
entailment	A boy is looking at a calendar	A boy is studying a calendar
entailment	A person is throwing a cat at the ceiling	A cat is thrown at the ceiling by a person
neutral	A person is throwing a cat at the ceiling	A person is taking a cat down from the ceiling
entailment	A person is stupidly throwing a cat at the ceiling	A person is throwing a cat at the ceiling
contradiction	There is no person throwing a cat at the ceiling	A person is throwing a cat at the ceiling
entailment	The woman is taking up and holding a baby kangaroo	The woman is picking up and holding a baby kangaroo
entailment	The woman is picking up and holding a baby kangaroo	A woman is picking up and holding a kangaroo, which is a baby, in her arms
entailment	The woman is picking up and holding a baby kangaroo	A woman is picking up and holding a baby kangaroo in her arms
entailment	A woman is dancing and a man is playing the keyboard	The woman is dancing and a man is playing the keyboard
neutral	A woman is playing the keyboard and a man is dancing	A woman is dancing and a man is playing the keyboard
entailment	A woman is gracefully dancing on a stage	A woman is dancing on a stage
neutral	A woman is walking off a stage	A woman is dancing on a stage
neutral	A woman is gracefully dancing on a stage	A woman is dancing and a man is playing the keyboard
neutral	A woman is dancing and a man is playing the keyboard	A woman is walking off a stage
neutral	A woman is staging a dance	A woman is dancing and a man is playing the keyboard
neutral	A woman is playing the keyboard and a man is dancing	A woman is dancing on a stage
neutral	A woman is dancing and a man is playing the keyboard	A woman is dancing on a stage
entailment	A woman is scrubbing a zucchini with a brush for vegetables	A person is scrubbing a zucchini
neutral	A person is scrubbing a zucchini	A woman is eating zucchini and vegetables and scrubbing with a brush
neutral	A person is packing a zucchini	A woman is scrubbing a zucchini with a vegetable brush
entailment	A woman is scrubbing a zucchini with a vegetable brush	A person is scrubbing a zucchini
entailment	A man in a cap is playing a harp	A man in a hat is playing a harp
neutral	A harp is being played with a hat by a man	A man in a hat is playing a harp
entailment	A man is playing a guitar	A man is playing an instrument
